"plot_ID" "species_1" "species_2" "species_3" "heigth_A" "heigth_B" "heigth_C" "heigth_D" "PAR_sup" "PAR_inf" "treatment" "date" "PAR_start" "PAR_end" "first_flower" "pheno_sp1" "pheno_sp2" "pheno_sp3" "season" "mean_height" "PAR_diff"
"1" 1 "To" "Dc" "Ra" 11.5 11 9 4 185 183 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.875 2
"2" 1 "To" "Dc" "Ra" 9.5 7.5 5.5 6 187 145 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 7.125 42
"3" 2 "Cb" "Dc" "Pg" 7 7 5 10 187 184 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 7.25 3
"4" 2 "Cb" "Dc" "Pg" 8 3.5 9 7 186 186 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6.875 0
"5" 3 "Fr" "Hl" "Ra" 3.5 8 3 9 185 165 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 5.875 20
"6" 3 "Fr" "Hl" "Ra" 15 18 15 14 186 168 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 15.5 18
"7" 4 "Lp" "Pt" "Dc" 29.5 0 25 31 180 77 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 21.375 103
"8" 4 "Lp" "Pt" "Dc" 31.5 25 26 33 182 53 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 28.875 129
"9" 5 "Be" "Hl" "Dc" 0 11 22.5 17.5 180 137 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 12.75 43
"10" 5 "Be" "Hl" "Dc" 21.5 11 21.5 37 184 129 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 22.75 55
"11" 6 "Fr" "To" "Ra" 16 10.5 8.5 21.5 185 96 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 14.125 89
"12" 6 "Fr" "To" "Ra" 19 21.5 8.5 23 185 19 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 18 166
"13" 7 "Lp" "Cb" "Sp" 20.5 8.5 18.5 26 185 166 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 18.375 19
"14" 7 "Lp" "Cb" "Sp" 21 36 23 14 184 74 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 23.5 110
"15" 8 "Pt" "Dc" "Sp" 15 5.5 2.5 4.5 183 179 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6.875 4
"16" 8 "Pt" "Dc" "Sp" 7.5 4 10 16.5 184 182 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 9.5 2
"17" 9 "Fr" "Pt" "Pm" 10 6.5 16.5 23 186 171 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 14 15
"18" 9 "Fr" "Pt" "Pm" 34 15 21.5 36.5 187 179 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 26.75 8
"19" 10 "Be" "To" "Dc" 24.5 13.5 0 34.5 187 125 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 18.125 62
"20" 10 "Be" "To" "Dc" 21.5 12 17.5 10.5 188 156 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 15.375 32
"21" 11 "Pt" "Cb" "Sp" 0 11 18 11.5 187 81 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10.125 106
"22" 11 "Pt" "Cb" "Sp" 5 5.5 8 0 187 187 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 4.625 0
"23" 12 "Be" "Fr" "Dc" 15 17 16.5 34.5 180 168 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 20.75 12
"24" 12 "Be" "Fr" "Dc" 16 12 18 20 187 148 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 16.5 39
"25" 13 "Be" "Hl" "To" 9 22 0 14.5 185 168 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 11.375 17
"26" 13 "Be" "Hl" "To" 14 0 19 0 187 167 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.25 20
"27" 14 "Sp" "Ra" "Pm" 4 3 4.5 4 185 172 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 3.875 13
"28" 14 "Sp" "Ra" "Pm" 8.5 0 8.5 0 184 142 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 4.25 42
"29" 15 "Be" "Pg" "Ra" 14.5 15 10 6 188 177 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 11.375 11
"30" 15 "Be" "Pg" "Ra" 13 10 10 0 188 155 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.25 33
"31" 16 "Be" "Pt" "Pm" 15 19.5 0 13.5 183 77 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 12 106
"32" 16 "Be" "Pt" "Pm" 10 3.5 14 0 181 178 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6.875 3
"33" 17 "Be" "Pt" "To" 9 9.5 7 0 180 105 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6.375 75
"34" 17 "Be" "Pt" "To" 6 17 9 11 183 148 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10.75 35
"35" 18 "Be" "Cb" "Ra" 9 6 7.5 9 183 172 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 7.875 11
"36" 18 "Be" "Cb" "Ra" 10.5 3 9 15 184 175 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 9.375 9
"37" 19 "Cb" "To" "Ra" 14.5 6 6 7 180 177 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.375 3
"38" 19 "Cb" "To" "Ra" 9 2.5 2 5 178 176 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 4.625 2
"39" 20 "Pt" "Dc" "Pg" 5 8 0 6 185 175 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 4.75 10
"40" 20 "Pt" "Dc" "Pg" 10.5 17 5.5 0 187 171 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.25 16
"41" 21 "Pt" "Cb" "Ra" 10 6 7 4.5 186 182 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6.875 4
"42" 21 "Pt" "Cb" "Ra" 8 5 0 9 186 182 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 5.5 4
"43" 22 "Cb" "To" "Pm" 5 8 0 0 181 173 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 3.25 8
"44" 22 "Cb" "To" "Pm" 12 6 8 6.5 186 185 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.125 1
"45" 23 "Lp" "To" "Ra" 23 13.5 0 21 177 93 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 14.375 84
"46" 23 "Lp" "To" "Ra" 23 27.5 32.5 26 184 59 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 27.25 125
"47" 24 "Be" "Pt" "Pg" 14 20.5 14 25 183 155 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 18.375 28
"48" 24 "Be" "Pt" "Pg" 6 15 6.5 20 182 139 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 11.875 43
"49" 25 "Be" "Ra" "Pm" 14 10.5 3.5 12.5 186 161 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10.125 25
"50" 25 "Be" "Ra" "Pm" 8 13 15.5 12 184 131 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 12.125 53
"51" 26 "Fr" "Hl" "To" 9 11.5 31.5 17 182 174 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 17.25 8
"52" 26 "Fr" "Hl" "To" 28.5 22 17.5 0 182 159 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 17 23
"53" 27 "Hl" "Sp" "Pg" 10 4 23 5 178 163 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10.5 15
"54" 27 "Hl" "Sp" "Pg" 10 10.5 2.5 4.5 170 171 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6.875 -1
"55" 28 "Fr" "Hl" "Dc" 16 11 0 26 168 30 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 13.25 138
"56" 28 "Fr" "Hl" "Dc" 27.5 25 20.5 26 172 41 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 24.75 131
"57" 29 "Hl" "Lp" "Ra" 7 14 7.5 13 183 95 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10.375 88
"58" 29 "Hl" "Lp" "Ra" 10 16.5 12 23.5 180 54 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 15.5 126
"59" 30 "Fr" "Ra" "Pm" 9 5.5 4 9.5 174 172 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 7 2
"60" 30 "Fr" "Ra" "Pm" 23.5 11 13 12 185 10 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 14.875 175
"61" 31 "Pt" "Pg" "Ra" 11 6 13 10.5 175 45 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10.125 130
"62" 31 "Pt" "Pg" "Ra" 18 15.5 9.5 12 179 12 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 13.75 167
"63" 32 "Be" "Pt" "Sp" 8.5 4 11.5 10 180 175 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.5 5
"64" 32 "Be" "Pt" "Sp" 6.5 4.5 4.5 10 172 180 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6.375 -8
"65" 33 "Be" "Sp" "Ra" 7.5 1.5 7 8 177 172 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 6 5
"66" 33 "Be" "Sp" "Ra" 12.5 14.5 3.5 6.5 175 159 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 9.25 16
"67" 34 "Fr" "Pt" "Sp" 27 24.5 9 18 180 161 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 19.625 19
"68" 34 "Fr" "Pt" "Sp" 40 16.5 7 21 170 147 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 21.125 23
"69" 35 "Hl" "Pt" "Ra" 10 21.5 18 26.5 174 170 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 19 4
"70" 35 "Hl" "Pt" "Ra" 9.5 22 12.5 8 177 157 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 13 20
"71" 36 "Fr" "To" "Dc" 36.5 27.5 0 8 186 28 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 18 158
"72" 36 "Fr" "To" "Dc" 0 24 31.5 0 170 133 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 13.875 37
"73" 37 "Lp" "Cb" "Pg" 10.5 0 11 0 178 170 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 5.375 8
"74" 37 "Lp" "Cb" "Pg" 11 0 29 0 171 156 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10 15
"75" 38 "Hl" "Pg" "Pm" 10.5 23.5 13.5 5 182 58 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 13.125 124
"76" 38 "Hl" "Pg" "Pm" 9.5 9 4.5 14 177 177 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 9.25 0
"77" 39 "Be" "Fr" "To" 5.5 12.5 9.5 13.5 170 144 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 10.25 26
"78" 39 "Be" "Fr" "To" 14.5 14.5 8.5 14.5 175 126 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 13 49
"79" 40 "Cb" "Ra" "Pm" 7 8.5 9 9 176 178 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.375 -2
"80" 40 "Cb" "Ra" "Pm" 12 3.5 5 8.5 190 173 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 7.25 17
"81" 41 "Fr" "Pt" "Cb" 0 5 0 6.5 193 177 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 2.875 16
"82" 41 "Fr" "Pt" "Cb" 10 0 10.5 12.5 189 105 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.25 84
"83" 42 "Be" "Hl" "Pt" 23 14.5 17 9 187 98 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 15.875 89
"84" 42 "Be" "Hl" "Pt" 21 26 0 21 190 32 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 17 158
"85" 43 "Lp" "Cb" "Dc" 10.5 10 4 13 187 169 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 9.375 18
"86" 43 "Lp" "Cb" "Dc" 15 4 8 10 182 156 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 9.25 26
"87" 44 "Lp" "Cb" "Ra" 12.5 22 15 26 180 127 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 18.875 53
"88" 44 "Lp" "Cb" "Ra" 15 9.5 16 4 176 152 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 11.125 24
"89" 45 "Fr" "Hl" "Sp" 19 16 14 19 180 32 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 17 148
"90" 45 "Fr" "Hl" "Sp" 35 38 27 28 179 75 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 32 104
"91" 46 "Be" "Lp" "Dc" 24 8.5 17.5 28 185 113 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 19.5 72
"92" 46 "Be" "Lp" "Dc" 19.5 25.5 24 33.5 177 34 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 25.625 143
"93" 47 "Fr" "Lp" "Pt" 25.5 27 0 31.5 192 26 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 21 166
"94" 47 "Fr" "Lp" "Pt" 36 30.5 32 36 188 34 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 33.625 154
"95" 48 "Pg" "Ra" "Pm" 10 6 7 10 185 170 "control" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 8.25 15
"96" 48 "Pg" "Ra" "Pm" 17.5 16 46.5 22.5 191 51 "nitrogen" 2020-04-27 "11h00" "12h30" NA NA NA NA "spring_2022" 25.625 140
"97" 49 "Pg" NA NA 2 2.5 1.5 1 186 186 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 1.75 0
"98" 49 "Pg" NA NA 5 0 3 4 190 190 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 3 0
"99" 50 "Sp" NA NA 4.5 4 2.5 3 189 189 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 3.5 0
"100" 50 "Sp" NA NA 6.5 0 5.5 4.5 188 186 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 4.125 2
"101" 51 "Cb" NA NA 4.5 0 4 4.5 190 186 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 3.25 4
"102" 51 "Cb" NA NA 5 3 5 4 188 176 "nitrogen" 2020-04-27 "11h00" "12h30" 1 NA NA NA "spring_2022" 4.25 12
"103" 52 "Dc" NA NA 0 0 8 0 189 150 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 2 39
"104" 52 "Dc" NA NA 0 0 0 0 188 188 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 0 0
"105" 53 "Fr" NA NA 15.5 20.5 36 0 180 85 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 18 95
"106" 53 "Fr" NA NA 17.5 0 22 30.5 186 149 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 17.5 37
"107" 54 "Hl" NA NA 27.5 18.5 0 0 187 29 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 11.5 158
"108" 54 "Hl" NA NA 0 35.5 24 0 186 50 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 14.875 136
"109" 55 "Lp" NA NA 14.5 11 11 13 184 118 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 12.375 66
"110" 55 "Lp" NA NA 17.5 11.5 8.5 20.5 188 164 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 14.5 24
"111" 56 "Pm" NA NA 5 2.5 4 3.5 186 185 "control" 2020-04-27 "11h00" "12h30" 1 NA NA NA "spring_2022" 3.75 1
"112" 56 "Pm" NA NA 5 3.5 4.5 5.5 185 185 "nitrogen" 2020-04-27 "11h00" "12h30" 1 NA NA NA "spring_2022" 4.625 0
"113" 57 "Pt" NA NA 0 19.5 0 12 185 172 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 7.875 13
"114" 57 "Pt" NA NA 11.5 12 13 23 185 136 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 14.875 49
"115" 58 "Be" NA NA 19.5 18 14 18 182 137 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 17.375 45
"116" 58 "Be" NA NA 0 21 0 18.59 179 128 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 9.8975 51
"117" 59 "Ra" NA NA 13 10.5 18 18 181 110 "control" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 14.875 71
"118" 59 "Ra" NA NA 14 13 9 15 182 23 "nitrogen" 2020-04-27 "11h00" "12h30" 0 NA NA NA "spring_2022" 12.75 159
"119" 60 "To" NA NA 14.5 14.5 0 20 177 126 "control" 2020-04-27 "11h00" "12h30" 1 NA NA NA "spring_2022" 12.25 51
"120" 60 "To" NA NA 13.5 0 8.5 0 181 166 "nitrogen" 2020-04-27 "11h00" "12h30" 1 NA NA NA "spring_2022" 5.5 15
"121" 1 "To" "Dc" "Ra" 12.5 11 10 0 187 36 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 8.375 151
"122" 1 "To" "Dc" "Ra" 11 8 10.5 10 187 31 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.875 156
"123" 2 "Cb" "Dc" "Pg" 7 9 6 11.5 194 194 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 8.375 0
"124" 2 "Cb" "Dc" "Pg" 8.5 9 10.5 9.5 194 185 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.375 9
"125" 3 "Fr" "Hl" "Ra" 4 8 24.5 9.5 193 170 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 11.5 23
"126" 3 "Fr" "Hl" "Ra" 24.5 19.5 0 24 193 87 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 17 106
"127" 4 "Lp" "Pt" "Dc" 33 24.5 35 36 190 91 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 32.125 99
"128" 4 "Lp" "Pt" "Dc" 24 29 29 35 198 85 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 29.25 113
"129" 5 "Be" "Hl" "Dc" 8.5 11 0 20 184 23 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.875 161
"130" 5 "Be" "Hl" "Dc" 23 12 25.5 30.5 184 37 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 22.75 147
"131" 6 "Fr" "To" "Ra" 16 14.5 8.5 23 185 125 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 15.5 60
"132" 6 "Fr" "To" "Ra" 26 27 9 30.5 185 45 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 23.125 140
"133" 7 "Lp" "Cb" "Sp" 23 16.5 25 35.52 190 115 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 25.005 75
"134" 7 "Lp" "Cb" "Sp" 27 37 39 25.5 190 81 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 32.125 109
"135" 8 "Pt" "Dc" "Sp" 10 6 3 12 182 170 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 7.75 12
"136" 8 "Pt" "Dc" "Sp" 9.5 6.5 6 23 182 128 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 11.25 54
"137" 9 "Fr" "Pt" "Pm" 20 11.5 18 12 190 180 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 15.375 10
"138" 9 "Fr" "Pt" "Pm" 32.5 16 25 40 190 83 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 28.375 107
"139" 10 "Be" "To" "Dc" 17 22.5 21.5 21 186 154 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 20.5 32
"140" 10 "Be" "To" "Dc" 24 17 23 19 186 38 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 20.75 148
"141" 11 "Pt" "Cb" "Sp" 20 17 10 13 186 22 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 15 164
"142" 11 "Pt" "Cb" "Sp" 11 9.5 13.5 15 186 179 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 12.25 7
"143" 12 "Be" "Fr" "Dc" 19 23 23 29 185 57 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 23.5 128
"144" 12 "Be" "Fr" "Dc" 15.5 19.5 22 29 185 46 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 21.5 139
"145" 13 "Be" "Hl" "To" 26.5 25 0 31 187 110 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 20.625 77
"146" 13 "Be" "Hl" "To" 17 14 26 24.5 187 85 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 20.375 102
"147" 14 "Sp" "Ra" "Pm" 4 9 0 7 187 175 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 5 12
"148" 14 "Sp" "Ra" "Pm" 16 7 9 11 187 32 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 10.75 155
"149" 15 "Be" "Pg" "Ra" 17.5 9 17 12 191 158 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 13.875 33
"150" 15 "Be" "Pg" "Ra" 17.5 10.5 19 22.5 191 40 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 17.375 151
"151" 16 "Be" "Pt" "Pm" 16.5 5.5 4 8 185 120 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 8.5 65
"152" 16 "Be" "Pt" "Pm" 17 13 12 0 185 177 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 10.5 8
"153" 17 "Be" "Pt" "To" 7 11 13 0 182 93 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 7.75 89
"154" 17 "Be" "Pt" "To" 6 18 9.5 17 182 78 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 12.625 104
"155" 18 "Be" "Cb" "Ra" 11.5 7 9.5 9 180 175 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.25 5
"156" 18 "Be" "Cb" "Ra" 15 7.5 11.5 17.5 180 44 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 12.875 136
"157" 19 "Cb" "To" "Ra" 13 6 5 8 182 79 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 8 103
"158" 19 "Cb" "To" "Ra" 12 11 0 8 182 175 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 7.75 7
"159" 20 "Pt" "Dc" "Pg" 19 8 2 9 180 180 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.5 0
"160" 20 "Pt" "Dc" "Pg" 7.5 20.5 7 0 180 175 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 8.75 5
"161" 21 "Pt" "Cb" "Ra" 11 6 8 8 177 140 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 8.25 37
"162" 21 "Pt" "Cb" "Ra" 14.5 7.5 12 12 177 20 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 11.5 157
"163" 22 "Cb" "To" "Pm" 5.5 3 4.5 0 183 71 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 3.25 112
"164" 22 "Cb" "To" "Pm" 15 5.5 8 8 183 183 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 9.125 0
"165" 23 "Lp" "To" "Ra" 30 15 12.5 30 170 51 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 21.875 119
"166" 23 "Lp" "To" "Ra" 35 30 31 39 170 22 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 33.75 148
"167" 24 "Be" "Pt" "Pg" 8.5 24 21.5 12 181 116 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 16.5 65
"168" 24 "Be" "Pt" "Pg" 11 18 15 20.5 181 60 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 16.125 121
"169" 25 "Be" "Ra" "Pm" 11.5 15 11 13 183 155 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 12.625 28
"170" 25 "Be" "Ra" "Pm" 20 14.5 15.5 23 183 7 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 18.25 176
"171" 26 "Fr" "Hl" "To" 18 14 37 9 180 135 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 19.5 45
"172" 26 "Fr" "Hl" "To" 33 18 19 25 180 47 "nitrogen" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 23.75 133
"173" 27 "Hl" "Sp" "Pg" 17 16.5 28 17 180 87 "control" 2020-05-02 "11h00" "12h50" NA NA NA NA "spring_2022" 19.625 93
