"plot_ID" "species_1" "species_2" "species_3" "heigth_A" "heigth_B" "heigth_C" "heigth_D" "PAR_sup" "PAR_inf" "treatment" "date" "PAR_start" "PAR_end" "first_flower" "pheno_sp1" "pheno_sp2" "pheno_sp3" "season" "mean_height" "PAR_diff"
"515" 18 "Be" "Cb" "Ra" 19 9 21 15.5 210 16.1 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 16.125 193.9
"516" 18 "Be" "Cb" "Ra" 29 24.5 23.5 32 210 5.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 27.25 204.8
"517" 19 "Cb" "To" "Ra" 15.5 11.5 10 0 210 68 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 9.25 142
"518" 19 "Cb" "To" "Ra" 24 24.5 22 32.5 210 6.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 25.75 203.8
"519" 20 "Pt" "Dc" "Pg" 0 12 0 11.5 208 130 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 5.875 78
"520" 20 "Pt" "Dc" "Pg" 15 13 12 15.5 208 65 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 13.875 143
"521" 21 "Pt" "Cb" "Ra" 17 10 9 14 208 48 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 12.5 160
"522" 21 "Pt" "Cb" "Ra" 20 22 20.5 34.5 208 2.8 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 24.25 205.2
"523" 22 "Cb" "To" "Pm" 6.5 0 8.5 0 210 129 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 3.75 81
"524" 22 "Cb" "To" "Pm" 7.5 10 14.5 18.5 210 2.9 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 12.625 207.1
"525" 23 "Lp" "To" "Ra" 32 16.5 26 11.5 210 78 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 21.5 132
"526" 23 "Lp" "To" "Ra" 32 57 53 49 210 1.3 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 47.75 208.7
"527" 24 "Be" "Pt" "Pg" 12 26 27 34 210 7 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 24.75 203
"528" 24 "Be" "Pt" "Pg" 28 46 33 30 210 4.3 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 34.25 205.7
"529" 25 "Be" "Ra" "Pm" 29.5 8 18 7 47 17.5 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 15.625 29.5
"530" 25 "Be" "Ra" "Pm" 36.5 38.5 45.5 32 47 0.11 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 38.125 46.89
"531" 26 "Fr" "Hl" "To" 38.5 36.5 13.5 10 46 10 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 24.625 36
"532" 26 "Fr" "Hl" "To" 51 57.5 52 66 46 3.5 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 56.625 42.5
"533" 27 "Hl" "Sp" "Pg" 20 6 47.5 38.5 43 7.2 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 28 35.8
"534" 27 "Hl" "Sp" "Pg" 34 14 18 52 43 1.3 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 29.5 41.7
"535" 28 "Fr" "Hl" "Dc" 19.5 20.5 0 57 43 9.5 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 24.25 33.5
"536" 28 "Fr" "Hl" "Dc" 75 43 52 53.5 43 2.6 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 55.875 40.4
"537" 29 "Hl" "Lp" "Ra" 20 18 16 19.5 43 4.2 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 18.375 38.8
"538" 29 "Hl" "Lp" "Ra" 27 37 47 41 43 2.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 38 40.8
"539" 30 "Fr" "Ra" "Pm" 24 0 10.5 17 43 17.1 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 12.875 25.9
"540" 30 "Fr" "Ra" "Pm" 65 24 33 27.5 43 0.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 37.375 42.8
"541" 31 "Pt" "Pg" "Ra" 21.5 14.5 17 21 43 0.5 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 18.5 42.5
"542" 31 "Pt" "Pg" "Ra" 42 39 36 34.5 43 0.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 37.875 42.8
"543" 32 "Be" "Pt" "Sp" 11.5 12.5 24.5 10.5 48 29 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 14.75 19
"544" 32 "Be" "Pt" "Sp" 36 9 22.5 38 48 1.4 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 26.375 46.6
"545" 33 "Be" "Sp" "Ra" 15 0 6 5.5 40 70 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 6.625 -30
"546" 33 "Be" "Sp" "Ra" 37 51 36 19.5 40 0.4 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 35.875 39.6
"547" 34 "Fr" "Pt" "Sp" 53.5 35 17 17.5 53 20 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 30.75 33
"548" 34 "Fr" "Pt" "Sp" 53 53 14 50.5 53 1.5 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 42.625 51.5
"549" 35 "Hl" "Pt" "Ra" 23 43 37 20.5 140 30 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 30.875 110
"550" 35 "Hl" "Pt" "Ra" 39 54 50 47 140 5.5 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 47.5 134.5
"551" 36 "Fr" "To" "Dc" 0 53 50.5 0 190 16.5 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 25.875 173.5
"552" 36 "Fr" "To" "Dc" 0 52 66 0 190 6.2 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 29.5 183.8
"553" 37 "Lp" "Cb" "Pg" 24 0 15.5 0 220 24 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 9.875 196
"554" 37 "Lp" "Cb" "Pg" 6 0 54 16.5 220 3.9 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 19.125 216.1
"555" 38 "Hl" "Pg" "Pm" 17 45 13 14 214 47 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 22.25 167
"556" 38 "Hl" "Pg" "Pm" 27.5 24.5 25 27.5 214 1.7 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 26.125 212.3
"557" 39 "Be" "Fr" "To" 22 19.5 30 32.5 167 67 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 26 100
"558" 39 "Be" "Fr" "To" 11.5 22 30.5 25.5 167 10.9 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 22.375 156.1
"559" 40 "Cb" "Ra" "Pm" 10.5 11 15.5 17 190 16.5 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 13.5 173.5
"560" 40 "Cb" "Ra" "Pm" 27 17.5 21.5 29.5 190 4.3 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 23.875 185.7
"561" 41 "Fr" "Pt" "Cb" 0 0 14.5 10 210 124 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 6.125 86
"562" 41 "Fr" "Pt" "Cb" 0 50 49 47 210 2.7 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 36.5 207.3
"563" 42 "Be" "Hl" "Pt" 49 0 49.5 56 210 30 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 38.625 180
"564" 42 "Be" "Hl" "Pt" 58.5 68 62 0 210 7.6 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 47.125 202.4
"565" 43 "Lp" "Cb" "Dc" 28.5 14.5 0 15 210 130 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 14.5 80
"566" 43 "Lp" "Cb" "Dc" 26 0 11.5 15 210 16.3 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 13.125 193.7
"567" 44 "Lp" "Cb" "Ra" 15.5 20.5 37 40.5 106 115 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 28.375 -9
"568" 44 "Lp" "Cb" "Ra" 48.5 23 28.5 41 106 2.5 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 35.25 103.5
"569" 45 "Fr" "Hl" "Sp" 13 33 58.5 51.5 106 56 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 39 50
"570" 45 "Fr" "Hl" "Sp" 56 72 57 71 106 11.5 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 64 94.5
"571" 46 "Be" "Lp" "Dc" 19.5 20 41 44 106 30 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 31.125 76
"572" 46 "Be" "Lp" "Dc" 41 50.5 51 44 106 2.1 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 46.625 103.9
"573" 47 "Fr" "Lp" "Pt" 38 39 0 41 106 17.2 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 29.5 88.8
"574" 47 "Fr" "Lp" "Pt" 48 47 52.5 59.5 106 11.4 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 51.75 94.6
"575" 48 "Pg" "Ra" "Pm" 19 14 17.5 23.5 106 7.8 "control" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 18.5 98.2
"576" 48 "Pg" "Ra" "Pm" 43 39 45 47.5 106 0.4 "nitrogen" 2020-05-26 "11h00" "12h30" NA NA NA NA "spring_2022" 43.625 105.6
"577" 49 "Pg" NA NA 4 6 3.5 5 205 203 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 4.625 2
"578" 49 "Pg" NA NA 14 0 14 15.5 205 14.3 "nitrogen" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 10.875 190.7
"579" 50 "Sp" NA NA 6.5 0 5 5.5 205 120 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 4.25 85
"580" 50 "Sp" NA NA 18.5 20.5 14 7.5 205 3.8 "nitrogen" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 15.125 201.2
"581" 51 "Cb" NA NA 8.5 0 0 4.5 205 73 "control" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 3.25 132
"582" 51 "Cb" NA NA 17 19.5 18.5 17.5 205 11.2 "nitrogen" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 18.125 193.8
"583" 52 "Dc" NA NA 0 0 9 0 205 188 "control" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 2.25 17
"584" 52 "Dc" NA NA 0 0 0 0 207 205 "nitrogen" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 0 2
"585" 53 "Fr" NA NA 33 0 35 33.5 207 59 "control" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 25.375 148
"586" 53 "Fr" NA NA 40.5 0 37 43.5 207 10.3 "nitrogen" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 30.25 196.7
"587" 54 "Hl" NA NA 0 0 47 0 207 40 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 11.75 167
"588" 54 "Hl" NA NA 0 0 65 0 207 5.5 "nitrogen" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 16.25 201.5
"589" 55 "Lp" NA NA 19 9 0 12.5 207 172 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 10.125 35
"590" 55 "Lp" NA NA 32.5 23 0 34.5 210 16 "nitrogen" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 22.5 194
"591" 56 "Pm" NA NA 5.5 3 0 6 210 214 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 3.625 -4
"592" 56 "Pm" NA NA 11.5 12 18 16 210 14 "nitrogen" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 14.375 196
"593" 57 "Pt" NA NA 9 0 0 10 210 142 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 4.75 68
"594" 57 "Pt" NA NA 20.5 25 24 23 197 16 "nitrogen" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 23.125 181
"595" 58 "Be" NA NA 22 0 23.5 21 197 67 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 16.625 130
"596" 58 "Be" NA NA 30 36.5 27 36.5 197 13.1 "nitrogen" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 32.5 183.9
"597" 59 "Ra" NA NA 17 15 19.5 21.5 197 7.9 "control" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 18.25 189.1
"598" 59 "Ra" NA NA 28 24 29 41 197 0.3 "nitrogen" 2020-05-26 "11h00" "12h30" 1 NA NA NA "spring_2022" 30.5 196.7
"599" 60 "To" NA NA 18 0 19.5 0 197 6.6 "control" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 9.375 190.4
"600" 60 "To" NA NA 26.5 0 25.5 0 197 8.4 "nitrogen" 2020-05-26 "11h00" "12h30" 0 NA NA NA "spring_2022" 13 188.6
"601" 1 "To" "Dc" "Ra" 11.5 12 0 0 197 19.5 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 5.875 177.5
"602" 1 "To" "Dc" "Ra" 22.5 26 31.5 22 197 5.5 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 25.5 191.5
"603" 2 "Cb" "Dc" "Pg" 10.5 12 9 13.5 197 20 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 11.25 177
"604" 2 "Cb" "Dc" "Pg" 17.5 21 28.5 15.5 197 2.9 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 20.625 194.1
"605" 3 "Fr" "Hl" "Ra" 19.5 25.5 8 48 197 61 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 25.25 136
"606" 3 "Fr" "Hl" "Ra" 37 24 57 49.5 197 7.1 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 41.875 189.9
"607" 4 "Lp" "Pt" "Dc" 18 24 16.5 17.5 197 26 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 19 171
"608" 4 "Lp" "Pt" "Dc" 26 44.5 26.5 27 197 13.4 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 31 183.6
"609" 5 "Be" "Hl" "Dc" 0 13 18 24.5 197 27 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 13.875 170
"610" 5 "Be" "Hl" "Dc" 46 44 37.5 43.5 197 4.4 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 42.75 192.6
"611" 6 "Fr" "To" "Ra" 21 19.5 13 31 193 6 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 21.125 187
"612" 6 "Fr" "To" "Ra" 24 62.5 43 59 193 15.1 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 47.125 177.9
"613" 7 "Lp" "Cb" "Sp" 19 18 9 13 193 2.8 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 14.75 190.2
"614" 7 "Lp" "Cb" "Sp" 33 47 27 19 193 48 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 31.5 145
"615" 8 "Pt" "Dc" "Sp" 11.5 8.5 6 8 193 1.5 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 8.5 191.5
"616" 8 "Pt" "Dc" "Sp" 14.5 12 18 23 193 120 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 16.875 73
"617" 9 "Fr" "Pt" "Pm" 22.5 16 25 33.5 193 65 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 24.25 128
"618" 9 "Fr" "Pt" "Pm" 59 53.5 55 49 197 22 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 54.125 175
"619" 10 "Be" "To" "Dc" 28.5 33.5 19 22 197 10.1 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 25.75 186.9
"620" 10 "Be" "To" "Dc" 29 34.5 46 37.5 197 7.6 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 36.75 189.4
"621" 11 "Pt" "Cb" "Sp" 0 2 14.5 20.5 197 80 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 9.25 117
"622" 11 "Pt" "Cb" "Sp" 22.5 17 22.5 0 197 20.4 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 15.5 176.6
"623" 12 "Be" "Fr" "Dc" 24.5 22.5 28.5 35 197 30 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 27.625 167
"624" 12 "Be" "Fr" "Dc" 32 46 42 37.5 197 5.2 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 39.375 191.8
"625" 13 "Be" "Hl" "To" 23 25 0 29.5 194 62 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 19.375 132
"626" 13 "Be" "Hl" "To" 0 50 45 2 194 10.4 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 24.25 183.6
"627" 14 "Sp" "Ra" "Pm" 8 11.5 0 7 194 191 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 6.625 3
"628" 14 "Sp" "Ra" "Pm" 31.5 32 22 30.5 194 2.5 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 29 191.5
"629" 15 "Be" "Pg" "Ra" 16 12 25.5 16.5 194 22 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 17.5 172
"630" 15 "Be" "Pg" "Ra" 32 32 38 21.5 194 1.2 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 30.875 192.8
"631" 16 "Be" "Pt" "Pm" 19 23 16.5 9 194 48 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 16.875 146
"632" 16 "Be" "Pt" "Pm" 14.5 13 38 10.5 194 4.8 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 19 189.2
"633" 17 "Be" "Pt" "To" 11 0 16 0 194 138 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 6.75 56
"634" 17 "Be" "Pt" "To" 39.5 30 36 21 194 21 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 31.625 173
"635" 18 "Be" "Cb" "Ra" 14.5 9 22.5 13 194 61 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 14.75 133
"636" 18 "Be" "Cb" "Ra" 29 25 24 29.5 194 1.6 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 26.875 192.4
"637" 19 "Cb" "To" "Ra" 15 11 9.5 0 194 28 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 8.875 166
"638" 19 "Cb" "To" "Ra" 23 21 20 26.5 194 0.9 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 22.625 193.1
"639" 20 "Pt" "Dc" "Pg" 0 0 10 7 194 194 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 4.25 0
"640" 20 "Pt" "Dc" "Pg" 14 17 15 16 194 7.8 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 15.5 186.2
"641" 21 "Pt" "Cb" "Ra" 17.5 10 12.5 12.5 193 11.4 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 13.125 181.6
"642" 21 "Pt" "Cb" "Ra" 21 22.5 30 33.5 193 2.3 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 26.75 190.7
"643" 22 "Cb" "To" "Pm" 6.5 0 9 0 193 120 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 3.875 73
"644" 22 "Cb" "To" "Pm" 14.5 15 15 0 193 10.3 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 11.125 182.7
"645" 23 "Lp" "To" "Ra" 25 24 16 12 193 11.3 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 19.25 181.7
"646" 23 "Lp" "To" "Ra" 53 39 49 36.5 193 2.7 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 44.375 190.3
"647" 24 "Be" "Pt" "Pg" 26 21.5 26 41 193 5.4 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 28.625 187.6
"648" 24 "Be" "Pt" "Pg" 35 38 32 31.5 193 2.1 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 34.125 190.9
"649" 25 "Be" "Ra" "Pm" 25 16 18 9 193 170 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 17 23
"650" 25 "Be" "Ra" "Pm" 42.5 40.5 48 50.5 193 1.5 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 45.375 191.5
"651" 26 "Fr" "Hl" "To" 39 43.5 0 0 193 15 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 20.625 178
"652" 26 "Fr" "Hl" "To" 45 50.5 53.5 64 193 3.8 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 53.25 189.2
"653" 27 "Hl" "Sp" "Pg" 24 36 55 8.5 193 72 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 30.875 121
"654" 27 "Hl" "Sp" "Pg" 34 16 47 58.5 193 20.4 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 38.875 172.6
"655" 28 "Fr" "Hl" "Dc" 0 22 0 62 193 45 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 21 148
"656" 28 "Fr" "Hl" "Dc" 0 54 57 61 193 25 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 43 168
"657" 29 "Hl" "Lp" "Ra" 20 24 28 21 196 33 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 23.25 163
"658" 29 "Hl" "Lp" "Ra" 27.5 25 53 44 196 3.5 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 37.375 192.5
"659" 30 "Fr" "Ra" "Pm" 20 11.5 8.5 16 196 56 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 14 140
"660" 30 "Fr" "Ra" "Pm" 31 19.5 34 31 196 4 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 28.875 192
"661" 31 "Pt" "Pg" "Ra" 14.5 31 20 27 196 4.1 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 23.125 191.9
"662" 31 "Pt" "Pg" "Ra" 34 41 33 37.5 196 0.31 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 36.375 195.69
"663" 32 "Be" "Pt" "Sp" 12 12.5 26 14 196 96 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 16.125 100
"664" 32 "Be" "Pt" "Sp" 39 0 23.5 38 196 16.8 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 25.125 179.2
"665" 33 "Be" "Sp" "Ra" 14.5 0 15 4.5 196 38 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 8.5 158
"666" 33 "Be" "Sp" "Ra" 40 39 43 21.5 196 6.5 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 35.875 189.5
"667" 34 "Fr" "Pt" "Sp" 53 48 19 49 196 51 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 42.25 145
"668" 34 "Fr" "Pt" "Sp" 50 49.5 48 54 196 5.3 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 50.375 190.7
"669" 35 "Hl" "Pt" "Ra" 13 31 46 31.5 192 120 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 30.375 72
"670" 35 "Hl" "Pt" "Ra" 58 65.5 39 0 192 9.7 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 40.625 182.3
"671" 36 "Fr" "To" "Dc" 38 48 55 47.5 192 6.8 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 47.125 185.2
"672" 36 "Fr" "To" "Dc" 55.5 40.5 50 55 192 8.8 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 50.25 183.2
"673" 37 "Lp" "Cb" "Pg" 24.5 0 0 0 190 20 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 6.125 170
"674" 37 "Lp" "Cb" "Pg" 0 0 28 43 190 45 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 17.75 145
"675" 38 "Hl" "Pg" "Pm" 18 44 20 20.5 190 109 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 25.625 81
"676" 38 "Hl" "Pg" "Pm" 51.5 36 70 44 190 0.44 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 50.375 189.56
"677" 39 "Be" "Fr" "To" 25.5 15 22 22.5 190 43 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 21.25 147
"678" 39 "Be" "Fr" "To" 29 23.5 38.5 27 190 5.1 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 29.5 184.9
"679" 40 "Cb" "Ra" "Pm" 14 15 10.5 13 190 9.1 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 13.125 180.9
"680" 40 "Cb" "Ra" "Pm" 28 20.5 28.5 29.5 190 3 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 26.625 187
"681" 41 "Fr" "Pt" "Cb" 0 0 16 10.5 190 52 "control" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 6.625 138
"682" 41 "Fr" "Pt" "Cb" 0 54 40 48.5 190 2.9 "nitrogen" 2020-06-04 "12h00" "13h00" NA NA NA NA "spring_2022" 35.625 187.1
