"plot","species_1","species_2","species_3","heigth_A","heigth_B","heigth_C","heigth_D","PAR_sup","PAR_inf","nitrogen","date","PAR_start","PAR_end","first_flower","mean_height"
"488","4","Lp","Pt","Dc",37,42.5,29,28,218,4.8,"1",2020-05-26,"11h00","12h30",NA,34.125
"489","5","Be","Hl","Dc",0,16,27.5,25,218,40,"0",2020-05-26,"11h00","12h30",NA,17.125
"490","5","Be","Hl","Dc",40,37,33.5,41.5,218,4.2,"1",2020-05-26,"11h00","12h30",NA,38
"491","6","Fr","To","Ra",21,17,8,22.5,218,105,"0",2020-05-26,"11h00","12h30",NA,17.125
"492","6","Fr","To","Ra",52,82,49,58.5,218,0.5,"1",2020-05-26,"11h00","12h30",NA,60.375
"493","7","Lp","Cb","Sp",25,18,9,17,218,53,"0",2020-05-26,"11h00","12h30",NA,17.25
"494","7","Lp","Cb","Sp",29.5,42,24.5,22,218,4.5,"1",2020-05-26,"11h00","12h30",NA,29.5
"495","8","Pt","Dc","Sp",11.5,9,4,10.5,218,50,"0",2020-05-26,"11h00","12h30",NA,8.75
"496","8","Pt","Dc","Sp",14,14.5,25,32,218,6.2,"1",2020-05-26,"11h00","12h30",NA,21.375
"497","9","Fr","Pt","Pm",21,15,34,33,218,100,"0",2020-05-26,"11h00","12h30",NA,25.75
"498","9","Fr","Pt","Pm",37,44,50,42,218,26,"1",2020-05-26,"11h00","12h30",NA,43.25
"499","10","Be","To","Dc",33.5,28,28.5,24,218,10.4,"0",2020-05-26,"11h00","12h30",NA,28.5
"500","10","Be","To","Dc",29,35,43.5,31,218,5.6,"1",2020-05-26,"11h00","12h30",NA,34.625
"501","11","Pt","Cb","Sp",5,4,14,20,215,13.2,"0",2020-05-26,"11h00","12h30",NA,10.75
"502","11","Pt","Cb","Sp",26,18,22,0,215,16,"1",2020-05-26,"11h00","12h30",NA,16.5
"503","12","Be","Fr","Dc",29,22.5,32.5,31,215,28,"0",2020-05-26,"11h00","12h30",NA,28.75
"504","12","Be","Fr","Dc",29.5,45,48,0,215,5.8,"1",2020-05-26,"11h00","12h30",NA,30.625
"505","13","Be","Hl","To",15,40,4,0,215,13.5,"0",2020-05-26,"11h00","12h30",NA,14.75
"506","13","Be","Hl","To",0,22.5,27,38,215,9.6,"1",2020-05-26,"11h00","12h30",NA,21.875
"507","14","Sp","Ra","Pm",7.5,11,0,7,215,100,"0",2020-05-26,"11h00","12h30",NA,6.375
"508","14","Sp","Ra","Pm",31.5,29,25,24,215,3.1,"1",2020-05-26,"11h00","12h30",NA,27.375
"509","15","Be","Pg","Ra",14,12.5,29.5,12.5,215,17,"0",2020-05-26,"11h00","12h30",NA,17.125
"510","15","Be","Pg","Ra",30.5,25,30,35,215,0.7,"1",2020-05-26,"11h00","12h30",NA,30.125
"511","16","Be","Pt","Pm",21.5,25,5,8,215,51,"0",2020-05-26,"11h00","12h30",NA,14.875
"512","16","Be","Pt","Pm",12,29,21,10,215,15,"1",2020-05-26,"11h00","12h30",NA,18
"513","17","Be","Pt","To",13,18.5,15,0,210,36,"0",2020-05-26,"11h00","12h30",NA,11.625
"514","17","Be","Pt","To",35,18.5,30.5,21,210,13.7,"1",2020-05-26,"11h00","12h30",NA,26.25
"515","18","Be","Cb","Ra",19,9,21,15.5,210,16.1,"0",2020-05-26,"11h00","12h30",NA,16.125
"516","18","Be","Cb","Ra",29,24.5,23.5,32,210,5.2,"1",2020-05-26,"11h00","12h30",NA,27.25
"517","19","Cb","To","Ra",15.5,11.5,10,0,210,68,"0",2020-05-26,"11h00","12h30",NA,9.25
"518","19","Cb","To","Ra",24,24.5,22,32.5,210,6.2,"1",2020-05-26,"11h00","12h30",NA,25.75
"519","20","Pt","Dc","Pg",0,12,0,11.5,208,130,"0",2020-05-26,"11h00","12h30",NA,5.875
"520","20","Pt","Dc","Pg",15,13,12,15.5,208,65,"1",2020-05-26,"11h00","12h30",NA,13.875
"521","21","Pt","Cb","Ra",17,10,9,14,208,48,"0",2020-05-26,"11h00","12h30",NA,12.5
"522","21","Pt","Cb","Ra",20,22,20.5,34.5,208,2.8,"1",2020-05-26,"11h00","12h30",NA,24.25
"523","22","Cb","To","Pm",6.5,0,8.5,0,210,129,"0",2020-05-26,"11h00","12h30",NA,3.75
"524","22","Cb","To","Pm",7.5,10,14.5,18.5,210,2.9,"1",2020-05-26,"11h00","12h30",NA,12.625
"525","23","Lp","To","Ra",32,16.5,26,11.5,210,78,"0",2020-05-26,"11h00","12h30",NA,21.5
"526","23","Lp","To","Ra",32,57,53,49,210,1.3,"1",2020-05-26,"11h00","12h30",NA,47.75
"527","24","Be","Pt","Pg",12,26,27,34,210,7,"0",2020-05-26,"11h00","12h30",NA,24.75
"528","24","Be","Pt","Pg",28,46,33,30,210,4.3,"1",2020-05-26,"11h00","12h30",NA,34.25
"529","25","Be","Ra","Pm",29.5,8,18,7,47,17.5,"0",2020-05-26,"11h00","12h30",NA,15.625
"530","25","Be","Ra","Pm",36.5,38.5,45.5,32,47,0.11,"1",2020-05-26,"11h00","12h30",NA,38.125
"531","26","Fr","Hl","To",38.5,36.5,13.5,10,46,10,"0",2020-05-26,"11h00","12h30",NA,24.625
"532","26","Fr","Hl","To",51,57.5,52,66,46,3.5,"1",2020-05-26,"11h00","12h30",NA,56.625
"533","27","Hl","Sp","Pg",20,6,47.5,38.5,43,7.2,"0",2020-05-26,"11h00","12h30",NA,28
"534","27","Hl","Sp","Pg",34,14,18,52,43,1.3,"1",2020-05-26,"11h00","12h30",NA,29.5
"535","28","Fr","Hl","Dc",19.5,20.5,0,57,43,9.5,"0",2020-05-26,"11h00","12h30",NA,24.25
"536","28","Fr","Hl","Dc",75,43,52,53.5,43,2.6,"1",2020-05-26,"11h00","12h30",NA,55.875
"537","29","Hl","Lp","Ra",20,18,16,19.5,43,4.2,"0",2020-05-26,"11h00","12h30",NA,18.375
"538","29","Hl","Lp","Ra",27,37,47,41,43,2.2,"1",2020-05-26,"11h00","12h30",NA,38
"539","30","Fr","Ra","Pm",24,0,10.5,17,43,17.1,"0",2020-05-26,"11h00","12h30",NA,12.875
"540","30","Fr","Ra","Pm",65,24,33,27.5,43,0.2,"1",2020-05-26,"11h00","12h30",NA,37.375
"541","31","Pt","Pg","Ra",21.5,14.5,17,21,43,0.5,"0",2020-05-26,"11h00","12h30",NA,18.5
"542","31","Pt","Pg","Ra",42,39,36,34.5,43,0.2,"1",2020-05-26,"11h00","12h30",NA,37.875
"543","32","Be","Pt","Sp",11.5,12.5,24.5,10.5,48,29,"0",2020-05-26,"11h00","12h30",NA,14.75
"544","32","Be","Pt","Sp",36,9,22.5,38,48,1.4,"1",2020-05-26,"11h00","12h30",NA,26.375
"545","33","Be","Sp","Ra",15,0,6,5.5,40,70,"0",2020-05-26,"11h00","12h30",NA,6.625
"546","33","Be","Sp","Ra",37,51,36,19.5,40,0.4,"1",2020-05-26,"11h00","12h30",NA,35.875
"547","34","Fr","Pt","Sp",53.5,35,17,17.5,53,20,"0",2020-05-26,"11h00","12h30",NA,30.75
"548","34","Fr","Pt","Sp",53,53,14,50.5,53,1.5,"1",2020-05-26,"11h00","12h30",NA,42.625
"549","35","Hl","Pt","Ra",23,43,37,20.5,140,30,"0",2020-05-26,"11h00","12h30",NA,30.875
"550","35","Hl","Pt","Ra",39,54,50,47,140,5.5,"1",2020-05-26,"11h00","12h30",NA,47.5
"551","36","Fr","To","Dc",0,53,50.5,0,190,16.5,"0",2020-05-26,"11h00","12h30",NA,25.875
"552","36","Fr","To","Dc",0,52,66,0,190,6.2,"1",2020-05-26,"11h00","12h30",NA,29.5
"553","37","Lp","Cb","Pg",24,0,15.5,0,220,24,"0",2020-05-26,"11h00","12h30",NA,9.875
"554","37","Lp","Cb","Pg",6,0,54,16.5,220,3.9,"1",2020-05-26,"11h00","12h30",NA,19.125
"555","38","Hl","Pg","Pm",17,45,13,14,214,47,"0",2020-05-26,"11h00","12h30",NA,22.25
"556","38","Hl","Pg","Pm",27.5,24.5,25,27.5,214,1.7,"1",2020-05-26,"11h00","12h30",NA,26.125
"557","39","Be","Fr","To",22,19.5,30,32.5,167,67,"0",2020-05-26,"11h00","12h30",NA,26
"558","39","Be","Fr","To",11.5,22,30.5,25.5,167,10.9,"1",2020-05-26,"11h00","12h30",NA,22.375
"559","40","Cb","Ra","Pm",10.5,11,15.5,17,190,16.5,"0",2020-05-26,"11h00","12h30",NA,13.5
"560","40","Cb","Ra","Pm",27,17.5,21.5,29.5,190,4.3,"1",2020-05-26,"11h00","12h30",NA,23.875
"561","41","Fr","Pt","Cb",0,0,14.5,10,210,124,"0",2020-05-26,"11h00","12h30",NA,6.125
"562","41","Fr","Pt","Cb",0,50,49,47,210,2.7,"1",2020-05-26,"11h00","12h30",NA,36.5
"563","42","Be","Hl","Pt",49,0,49.5,56,210,30,"0",2020-05-26,"11h00","12h30",NA,38.625
"564","42","Be","Hl","Pt",58.5,68,62,0,210,7.6,"1",2020-05-26,"11h00","12h30",NA,47.125
"565","43","Lp","Cb","Dc",28.5,14.5,0,15,210,130,"0",2020-05-26,"11h00","12h30",NA,14.5
"566","43","Lp","Cb","Dc",26,0,11.5,15,210,16.3,"1",2020-05-26,"11h00","12h30",NA,13.125
"567","44","Lp","Cb","Ra",15.5,20.5,37,40.5,106,115,"0",2020-05-26,"11h00","12h30",NA,28.375
"568","44","Lp","Cb","Ra",48.5,23,28.5,41,106,2.5,"1",2020-05-26,"11h00","12h30",NA,35.25
"569","45","Fr","Hl","Sp",13,33,58.5,51.5,106,56,"0",2020-05-26,"11h00","12h30",NA,39
"570","45","Fr","Hl","Sp",56,72,57,71,106,11.5,"1",2020-05-26,"11h00","12h30",NA,64
"571","46","Be","Lp","Dc",19.5,20,41,44,106,30,"0",2020-05-26,"11h00","12h30",NA,31.125
"572","46","Be","Lp","Dc",41,50.5,51,44,106,2.1,"1",2020-05-26,"11h00","12h30",NA,46.625
"573","47","Fr","Lp","Pt",38,39,0,41,106,17.2,"0",2020-05-26,"11h00","12h30",NA,29.5
"574","47","Fr","Lp","Pt",48,47,52.5,59.5,106,11.4,"1",2020-05-26,"11h00","12h30",NA,51.75
"575","48","Pg","Ra","Pm",19,14,17.5,23.5,106,7.8,"0",2020-05-26,"11h00","12h30",NA,18.5
"576","48","Pg","Ra","Pm",43,39,45,47.5,106,0.4,"1",2020-05-26,"11h00","12h30",NA,43.625
"577","49","Pg","-","-",4,6,3.5,5,205,203,"0",2020-05-26,"11h00","12h30","0",4.625
"578","49","Pg","-","-",14,0,14,15.5,205,14.3,"1",2020-05-26,"11h00","12h30","0",10.875
"579","50","Sp","-","-",6.5,0,5,5.5,205,120,"0",2020-05-26,"11h00","12h30","0",4.25
"580","50","Sp","-","-",18.5,20.5,14,7.5,205,3.8,"1",2020-05-26,"11h00","12h30","1",15.125
"581","51","Cb","-","-",8.5,0,0,4.5,205,73,"0",2020-05-26,"11h00","12h30","1",3.25
"582","51","Cb","-","-",17,19.5,18.5,17.5,205,11.2,"1",2020-05-26,"11h00","12h30","1",18.125
"583","52","Dc","-","-",0,0,9,0,205,188,"0",2020-05-26,"11h00","12h30","1",2.25
"584","52","Dc","-","-",0,0,0,0,207,205,"1",2020-05-26,"11h00","12h30","0",0
"585","53","Fr","-","-",33,0,35,33.5,207,59,"0",2020-05-26,"11h00","12h30","1",25.375
"586","53","Fr","-","-",40.5,0,37,43.5,207,10.3,"1",2020-05-26,"11h00","12h30","1",30.25
"587","54","Hl","-","-",0,0,47,0,207,40,"0",2020-05-26,"11h00","12h30","0",11.75
"588","54","Hl","-","-",0,0,65,0,207,5.5,"1",2020-05-26,"11h00","12h30","0",16.25
"589","55","Lp","-","-",19,9,0,12.5,207,172,"0",2020-05-26,"11h00","12h30","0",10.125
"590","55","Lp","-","-",32.5,23,0,34.5,210,16,"1",2020-05-26,"11h00","12h30","1",22.5
"591","56","Pm","-","-",5.5,3,0,6,210,214,"0",2020-05-26,"11h00","12h30","0",3.625
"592","56","Pm","-","-",11.5,12,18,16,210,14,"1",2020-05-26,"11h00","12h30","1",14.375
"593","57","Pt","-","-",9,0,0,10,210,142,"0",2020-05-26,"11h00","12h30","0",4.75
"594","57","Pt","-","-",20.5,25,24,23,197,16,"1",2020-05-26,"11h00","12h30","1",23.125
"595","58","Be","-","-",22,0,23.5,21,197,67,"0",2020-05-26,"11h00","12h30","0",16.625
"596","58","Be","-","-",30,36.5,27,36.5,197,13.1,"1",2020-05-26,"11h00","12h30","0",32.5
"597","59","Ra","-","-",17,15,19.5,21.5,197,7.9,"0",2020-05-26,"11h00","12h30","1",18.25
"598","59","Ra","-","-",28,24,29,41,197,0.3,"1",2020-05-26,"11h00","12h30","1",30.5
"599","60","To","-","-",18,0,19.5,0,197,6.6,"0",2020-05-26,"11h00","12h30","0",9.375
"600","60","To","-","-",26.5,0,25.5,0,197,8.4,"1",2020-05-26,"11h00","12h30","0",13
"601","1","To","Dc","Ra",11.5,12,0,0,197,19.5,"0",2020-06-04,"12h00","13h00",NA,5.875
"602","1","To","Dc","Ra",22.5,26,31.5,22,197,5.5,"1",2020-06-04,"12h00","13h00",NA,25.5
"603","2","Cb","Dc","Pg",10.5,12,9,13.5,197,20,"0",2020-06-04,"12h00","13h00",NA,11.25
"604","2","Cb","Dc","Pg",17.5,21,28.5,15.5,197,2.9,"1",2020-06-04,"12h00","13h00",NA,20.625
"605","3","Fr","Hl","Ra",19.5,25.5,8,48,197,61,"0",2020-06-04,"12h00","13h00",NA,25.25
"606","3","Fr","Hl","Ra",37,24,57,49.5,197,7.1,"1",2020-06-04,"12h00","13h00",NA,41.875
"607","4","Lp","Pt","Dc",18,24,16.5,17.5,197,26,"0",2020-06-04,"12h00","13h00",NA,19
"608","4","Lp","Pt","Dc",26,44.5,26.5,27,197,13.4,"1",2020-06-04,"12h00","13h00",NA,31
"609","5","Be","Hl","Dc",0,13,18,24.5,197,27,"0",2020-06-04,"12h00","13h00",NA,13.875
"610","5","Be","Hl","Dc",46,44,37.5,43.5,197,4.4,"1",2020-06-04,"12h00","13h00",NA,42.75
"611","6","Fr","To","Ra",21,19.5,13,31,193,6,"0",2020-06-04,"12h00","13h00",NA,21.125
"612","6","Fr","To","Ra",24,62.5,43,59,193,15.1,"1",2020-06-04,"12h00","13h00",NA,47.125
"613","7","Lp","Cb","Sp",19,18,9,13,193,2.8,"0",2020-06-04,"12h00","13h00",NA,14.75
"614","7","Lp","Cb","Sp",33,47,27,19,193,48,"1",2020-06-04,"12h00","13h00",NA,31.5
"615","8","Pt","Dc","Sp",11.5,8.5,6,8,193,1.5,"0",2020-06-04,"12h00","13h00",NA,8.5
"616","8","Pt","Dc","Sp",14.5,12,18,23,193,120,"1",2020-06-04,"12h00","13h00",NA,16.875
"617","9","Fr","Pt","Pm",22.5,16,25,33.5,193,65,"0",2020-06-04,"12h00","13h00",NA,24.25
"618","9","Fr","Pt","Pm",59,53.5,55,49,197,22,"1",2020-06-04,"12h00","13h00",NA,54.125
"619","10","Be","To","Dc",28.5,33.5,19,22,197,10.1,"0",2020-06-04,"12h00","13h00",NA,25.75
"620","10","Be","To","Dc",29,34.5,46,37.5,197,7.6,"1",2020-06-04,"12h00","13h00",NA,36.75
"621","11","Pt","Cb","Sp",0,2,14.5,20.5,197,80,"0",2020-06-04,"12h00","13h00",NA,9.25
"622","11","Pt","Cb","Sp",22.5,17,22.5,0,197,20.4,"1",2020-06-04,"12h00","13h00",NA,15.5
"623","12","Be","Fr","Dc",24.5,22.5,28.5,35,197,30,"0",2020-06-04,"12h00","13h00",NA,27.625
"624","12","Be","Fr","Dc",32,46,42,37.5,197,5.2,"1",2020-06-04,"12h00","13h00",NA,39.375
"625","13","Be","Hl","To",23,25,0,29.5,194,62,"0",2020-06-04,"12h00","13h00",NA,19.375
"626","13","Be","Hl","To",0,50,45,2,194,10.4,"1",2020-06-04,"12h00","13h00",NA,24.25
"627","14","Sp","Ra","Pm",8,11.5,0,7,194,191,"0",2020-06-04,"12h00","13h00",NA,6.625
"628","14","Sp","Ra","Pm",31.5,32,22,30.5,194,2.5,"1",2020-06-04,"12h00","13h00",NA,29
"629","15","Be","Pg","Ra",16,12,25.5,16.5,194,22,"0",2020-06-04,"12h00","13h00",NA,17.5
"630","15","Be","Pg","Ra",32,32,38,21.5,194,1.2,"1",2020-06-04,"12h00","13h00",NA,30.875
"631","16","Be","Pt","Pm",19,23,16.5,9,194,48,"0",2020-06-04,"12h00","13h00",NA,16.875
"632","16","Be","Pt","Pm",14.5,13,38,10.5,194,4.8,"1",2020-06-04,"12h00","13h00",NA,19
"633","17","Be","Pt","To",11,0,16,0,194,138,"0",2020-06-04,"12h00","13h00",NA,6.75
"634","17","Be","Pt","To",39.5,30,36,21,194,21,"1",2020-06-04,"12h00","13h00",NA,31.625
"635","18","Be","Cb","Ra",14.5,9,22.5,13,194,61,"0",2020-06-04,"12h00","13h00",NA,14.75
"636","18","Be","Cb","Ra",29,25,24,29.5,194,1.6,"1",2020-06-04,"12h00","13h00",NA,26.875
"637","19","Cb","To","Ra",15,11,9.5,0,194,28,"0",2020-06-04,"12h00","13h00",NA,8.875
"638","19","Cb","To","Ra",23,21,20,26.5,194,0.9,"1",2020-06-04,"12h00","13h00",NA,22.625
"639","20","Pt","Dc","Pg",0,0,10,7,194,194,"0",2020-06-04,"12h00","13h00",NA,4.25
"640","20","Pt","Dc","Pg",14,17,15,16,194,7.8,"1",2020-06-04,"12h00","13h00",NA,15.5
"641","21","Pt","Cb","Ra",17.5,10,12.5,12.5,193,11.4,"0",2020-06-04,"12h00","13h00",NA,13.125
"642","21","Pt","Cb","Ra",21,22.5,30,33.5,193,2.3,"1",2020-06-04,"12h00","13h00",NA,26.75
"643","22","Cb","To","Pm",6.5,0,9,0,193,120,"0",2020-06-04,"12h00","13h00",NA,3.875
"644","22","Cb","To","Pm",14.5,15,15,0,193,10.3,"1",2020-06-04,"12h00","13h00",NA,11.125
"645","23","Lp","To","Ra",25,24,16,12,193,11.3,"0",2020-06-04,"12h00","13h00",NA,19.25
"646","23","Lp","To","Ra",53,39,49,36.5,193,2.7,"1",2020-06-04,"12h00","13h00",NA,44.375
"647","24","Be","Pt","Pg",26,21.5,26,41,193,5.4,"0",2020-06-04,"12h00","13h00",NA,28.625
"648","24","Be","Pt","Pg",35,38,32,31.5,193,2.1,"1",2020-06-04,"12h00","13h00",NA,34.125
"649","25","Be","Ra","Pm",25,16,18,9,193,170,"0",2020-06-04,"12h00","13h00",NA,17
"650","25","Be","Ra","Pm",42.5,40.5,48,50.5,193,1.5,"1",2020-06-04,"12h00","13h00",NA,45.375
"651","26","Fr","Hl","To",39,43.5,0,0,193,15,"0",2020-06-04,"12h00","13h00",NA,20.625
"652","26","Fr","Hl","To",45,50.5,53.5,64,193,3.8,"1",2020-06-04,"12h00","13h00",NA,53.25
"653","27","Hl","Sp","Pg",24,36,55,8.5,193,72,"0",2020-06-04,"12h00","13h00",NA,30.875
"654","27","Hl","Sp","Pg",34,16,47,58.5,193,20.4,"1",2020-06-04,"12h00","13h00",NA,38.875
"655","28","Fr","Hl","Dc",0,22,0,62,193,45,"0",2020-06-04,"12h00","13h00",NA,21
"656","28","Fr","Hl","Dc",0,54,57,61,193,25,"1",2020-06-04,"12h00","13h00",NA,43
"657","29","Hl","Lp","Ra",20,24,28,21,196,33,"0",2020-06-04,"12h00","13h00",NA,23.25
"658","29","Hl","Lp","Ra",27.5,25,53,44,196,3.5,"1",2020-06-04,"12h00","13h00",NA,37.375
"659","30","Fr","Ra","Pm",20,11.5,8.5,16,196,56,"0",2020-06-04,"12h00","13h00",NA,14
"660","30","Fr","Ra","Pm",31,19.5,34,31,196,4,"1",2020-06-04,"12h00","13h00",NA,28.875
"661","31","Pt","Pg","Ra",14.5,31,20,27,196,4.1,"0",2020-06-04,"12h00","13h00",NA,23.125
"662","31","Pt","Pg","Ra",34,41,33,37.5,196,0.31,"1",2020-06-04,"12h00","13h00",NA,36.375
"663","32","Be","Pt","Sp",12,12.5,26,14,196,96,"0",2020-06-04,"12h00","13h00",NA,16.125
"664","32","Be","Pt","Sp",39,0,23.5,38,196,16.8,"1",2020-06-04,"12h00","13h00",NA,25.125
"665","33","Be","Sp","Ra",14.5,0,15,4.5,196,38,"0",2020-06-04,"12h00","13h00",NA,8.5
"666","33","Be","Sp","Ra",40,39,43,21.5,196,6.5,"1",2020-06-04,"12h00","13h00",NA,35.875
"667","34","Fr","Pt","Sp",53,48,19,49,196,51,"0",2020-06-04,"12h00","13h00",NA,42.25
"668","34","Fr","Pt","Sp",50,49.5,48,54,196,5.3,"1",2020-06-04,"12h00","13h00",NA,50.375
"669","35","Hl","Pt","Ra",13,31,46,31.5,192,120,"0",2020-06-04,"12h00","13h00",NA,30.375
"670","35","Hl","Pt","Ra",58,65.5,39,0,192,9.7,"1",2020-06-04,"12h00","13h00",NA,40.625
"671","36","Fr","To","Dc",38,48,55,47.5,192,6.8,"0",2020-06-04,"12h00","13h00",NA,47.125
"672","36","Fr","To","Dc",55.5,40.5,50,55,192,8.8,"1",2020-06-04,"12h00","13h00",NA,50.25
"673","37","Lp","Cb","Pg",24.5,0,0,0,190,20,"0",2020-06-04,"12h00","13h00",NA,6.125
"674","37","Lp","Cb","Pg",0,0,28,43,190,45,"1",2020-06-04,"12h00","13h00",NA,17.75
"675","38","Hl","Pg","Pm",18,44,20,20.5,190,109,"0",2020-06-04,"12h00","13h00",NA,25.625
"676","38","Hl","Pg","Pm",51.5,36,70,44,190,0.44,"1",2020-06-04,"12h00","13h00",NA,50.375
"677","39","Be","Fr","To",25.5,15,22,22.5,190,43,"0",2020-06-04,"12h00","13h00",NA,21.25
"678","39","Be","Fr","To",29,23.5,38.5,27,190,5.1,"1",2020-06-04,"12h00","13h00",NA,29.5
"679","40","Cb","Ra","Pm",14,15,10.5,13,190,9.1,"0",2020-06-04,"12h00","13h00",NA,13.125
"680","40","Cb","Ra","Pm",28,20.5,28.5,29.5,190,3,"1",2020-06-04,"12h00","13h00",NA,26.625
"681","41","Fr","Pt","Cb",0,0,16,10.5,190,52,"0",2020-06-04,"12h00","13h00",NA,6.625
"682","41","Fr","Pt","Cb",0,54,40,48.5,190,2.9,"1",2020-06-04,"12h00","13h00",NA,35.625
"683","42","Be","Hl","Pt",59,0,33,56.5,190,152,"0",2020-06-04,"12h00","13h00",NA,37.125
"684","42","Be","Hl","Pt",57,63,52,62,190,10,"1",2020-06-04,"12h00","13h00",NA,58.5
"685","43","Lp","Cb","Dc",15.5,19.5,0,16.5,190,18.6,"0",2020-06-04,"12h00","13h00",NA,12.875
"686","43","Lp","Cb","Dc",16.5,0,4,21.5,190,8.3,"1",2020-06-04,"12h00","13h00",NA,10.5
"687","44","Lp","Cb","Ra",15,22.5,16,15,190,90,"0",2020-06-04,"12h00","13h00",NA,17.125
"688","44","Lp","Cb","Ra",53,49,59.5,37.5,190,1,"1",2020-06-04,"12h00","13h00",NA,49.75
"689","45","Fr","Hl","Sp",21,30,52,47.5,190,25,"0",2020-06-04,"12h00","13h00",NA,37.625
"690","45","Fr","Hl","Sp",49,49.5,40.5,57,190,3.3,"1",2020-06-04,"12h00","13h00",NA,49
"691","46","Be","Lp","Dc",26,25,0,43,190,43,"0",2020-06-04,"12h00","13h00",NA,23.5
"692","46","Be","Lp","Dc",47,58,46.5,54,190,1.8,"1",2020-06-04,"12h00","13h00",NA,51.375
"693","47","Fr","Lp","Pt",36.5,44,38,0,190,25,"0",2020-06-04,"12h00","13h00",NA,29.625
"694","47","Fr","Lp","Pt",34,29,31,62.5,190,3.2,"1",2020-06-04,"12h00","13h00",NA,39.125
"695","48","Pg","Ra","Pm",18,15,20.5,30,190,8,"0",2020-06-04,"12h00","13h00",NA,20.875
"696","48","Pg","Ra","Pm",42.5,47,75,53,190,0.6,"1",2020-06-04,"12h00","13h00",NA,54.375
"697","49","Pg","-","-",4,0,5,3,197,197,"0",2020-06-04,"12h00","13h00","1",3
"698","49","Pg","-","-",16,15.5,13.5,20,197,11.2,"1",2020-06-04,"12h00","13h00","1",16.25
"699","50","Sp","-","-",4,3,3,2,197,197,"0",2020-06-04,"12h00","13h00","0",3
"700","50","Sp","-","-",15.5,15,14.5,13.5,197,15.1,"1",2020-06-04,"12h00","13h00","1",14.625
"701","51","Cb","-","-",7.5,0,0,4.5,197,181,"0",2020-06-04,"12h00","13h00","0",3
"702","51","Cb","-","-",17.5,17.5,20,19,197,8.7,"1",2020-06-04,"12h00","13h00","0",18.5
"703","52","Dc","-","-",0,0,13.5,0,197,28,"0",2020-06-04,"12h00","13h00","1",3.375
"704","52","Dc","-","-",0,0,9,0,197,65,"1",2020-06-04,"12h00","13h00","1",2.25
"705","53","Fr","-","-",36.5,0,39.5,37,197,70,"0",2020-06-04,"12h00","13h00","0",28.25
"706","53","Fr","-","-",43.5,0,53,49,197,16.2,"1",2020-06-04,"12h00","13h00","0",36.375
"707","54","Hl","-","-",0,48.5,0,16,197,80,"0",2020-06-04,"12h00","13h00","1",16.125
"708","54","Hl","-","-",0,0,62.5,0,197,7.4,"1",2020-06-04,"12h00","13h00","1",15.625
"709","55","Lp","-","-",18.5,0,0,14,197,130,"0",2020-06-04,"12h00","13h00","0",8.125
"710","55","Lp","-","-",24.5,19,29,36,197,24,"1",2020-06-04,"12h00","13h00","0",27.125
"711","56","Pm","-","-",8,2.5,0,5.5,194,194,"0",2020-06-04,"12h00","13h00","1",4
"712","56","Pm","-","-",15.5,13,16,14,194,7.7,"1",2020-06-04,"12h00","13h00","1",14.625
"713","57","Pt","-","-",6,8,0,8.5,194,92,"0",2020-06-04,"12h00","13h00","0",5.625
"714","57","Pt","-","-",28,34.5,33.5,0,194,16.4,"1",2020-06-04,"12h00","13h00","0",24
"715","58","Be","-","-",23,0,18.5,24,194,98,"0",2020-06-04,"12h00","13h00","0",16.375
"716","58","Be","-","-",35,39,0,34.5,194,7.3,"1",2020-06-04,"12h00","13h00","0",27.125
"717","59","Ra","-","-",19,15,21.5,22.5,194,8.8,"0",2020-06-04,"12h00","13h00","1",19.5
"718","59","Ra","-","-",25,27.5,28.5,3,194,1.9,"1",2020-06-04,"12h00","13h00","1",21
"719","60","To","-","-",15,0,0,19,194,1.9,"0",2020-06-04,"12h00","13h00","0",8.5
"720","60","To","-","-",30.5,0,28,0,194,8.2,"1",2020-06-04,"12h00","13h00","0",14.625
