plot_ID	species_1	species_2	species_3	heigth_A	heigth_B	heigth_C	heigth_D	PAR_sup	PAR_inf	treatement	date	PAR_start	PAR_end	first_flower	
1	To	Dc	Ra	11.5	11	9	4	185	182.6666667	0	04.27.2022	11h00	12h30	NA	
1	To	Dc	Ra	9.5	7.5	5.5	6	187	145	1	04.27.2022	11h00	12h30	NA	
2	Cb	Dc	Pg	7	7	5	10	187	184	0	04.27.2022	11h00	12h30	NA	
2	Cb	Dc	Pg	8	3.5	9	7	186	186	1	04.27.2022	11h00	12h30	NA	
3	Fr	Hl	Ra	3.5	8	3	9	185	164.6666667	0	04.27.2022	11h00	12h30	NA	
3	Fr	Hl	Ra	15	18	15	14	186	167.6666667	1	04.27.2022	11h00	12h30	NA	
4	Lp	Pt	Dc	29.5	0	25	31	180	77	0	04.27.2022	11h00	12h30	NA	
4	Lp	Pt	Dc	31.5	25	26	33	182	52.66666667	1	04.27.2022	11h00	12h30	NA	
5	Be	Hl	Dc	0	11	22.5	17.5	180	137	0	04.27.2022	11h00	12h30	NA	
5	Be	Hl	Dc	21.5	11	21.5	37	184	129.3333333	1	04.27.2022	11h00	12h30	NA	
6	Fr	To	Ra	16	10.5	8.5	21.5	185	96.33333333	0	04.27.2022	11h00	12h30	NA	
6	Fr	To	Ra	19	21.5	8.5	23	185	19	1	04.27.2022	11h00	12h30	NA	
7	Lp	Cb	Sp	20.5	8.5	18.5	26	185	165.6666667	0	04.27.2022	11h00	12h30	NA	
7	Lp	Cb	Sp	21	36	23	14	184	74.33333333	1	04.27.2022	11h00	12h30	NA	
8	Pt	Dc	Sp	15	5.5	2.5	4.5	183	179	0	04.27.2022	11h00	12h30	NA	
8	Pt	Dc	Sp	7.5	4	10	16.5	184	181.6666667	1	04.27.2022	11h00	12h30	NA	
9	Fr	Pt	Pm	10	6.5	16.5	23	186	170.6666667	0	04.27.2022	11h00	12h30	NA	
9	Fr	Pt	Pm	34	15	21.5	36.5	187	179.3333333	1	04.27.2022	11h00	12h30	NA	
10	Be	To	Dc	24.5	13.5	0	34.5	187	125	0	04.27.2022	11h00	12h30	NA	
10	Be	To	Dc	21.5	12	17.5	10.5	188	156.3333333	1	04.27.2022	11h00	12h30	NA	
11	Pt	Cb	Sp	0	11	18	11.5	187	81	0	04.27.2022	11h00	12h30	NA	
11	Pt	Cb	Sp	5	5.5	8	0	187	187	1	04.27.2022	11h00	12h30	NA	
12	Be	Fr	Dc	15	17	16.5	34.5	180	167.6666667	0	04.27.2022	11h00	12h30	NA	
12	Be	Fr	Dc	16	12	18	20	187	148	1	04.27.2022	11h00	12h30	NA	
13	Be	Hl	To	9	22	0	14.5	185	167.6666667	0	04.27.2022	11h00	12h30	NA	
13	Be	Hl	To	14	0	19	0	187	167	1	04.27.2022	11h00	12h30	NA	
14	Sp	Ra	Pm	4	3	4.5	4	185	172	0	04.27.2022	11h00	12h30	NA	
14	Sp	Ra	Pm	8.5	0	8.5	0	184	142	1	04.27.2022	11h00	12h30	NA	
15	Be	Pg	Ra	14.5	15	10	6	188	177	0	04.27.2022	11h00	12h30	NA	
15	Be	Pg	Ra	13	10	10	0	188	154.6666667	1	04.27.2022	11h00	12h30	NA	
16	Be	Pt	Pm	15	19.5	0	13.5	183	77.33333333	0	04.27.2022	11h00	12h30	NA	
16	Be	Pt	Pm	10	3.5	14	0	181	178	1	04.27.2022	11h00	12h30	NA	
17	Be	Pt	To	9	9.5	7	0	180	104.6666667	0	04.27.2022	11h00	12h30	NA	
17	Be	Pt	To	6	17	9	11	183	148.3333333	1	04.27.2022	11h00	12h30	NA	
18	Be	Cb	Ra	9	6	7.5	9	183	172.3333333	0	04.27.2022	11h00	12h30	NA	
18	Be	Cb	Ra	10.5	3	9	15	184	175	1	04.27.2022	11h00	12h30	NA	
19	Cb	To	Ra	14.5	6	6	7	180	177	0	04.27.2022	11h00	12h30	NA	
19	Cb	To	Ra	9	2.5	2	5	178	176	1	04.27.2022	11h00	12h30	NA	
20	Pt	Dc	Pg	5	8	0	6	185	175	0	04.27.2022	11h00	12h30	NA	
20	Pt	Dc	Pg	10.5	17	5.5	0	187	171	1	04.27.2022	11h00	12h30	NA	
21	Pt	Cb	Ra	10	6	7	4.5	186	182.3333333	0	04.27.2022	11h00	12h30	NA	
21	Pt	Cb	Ra	8	5	0	9	186	181.6666667	1	04.27.2022	11h00	12h30	NA	
22	Cb	To	Pm	5	8	0	0	181	173	0	04.27.2022	11h00	12h30	NA	
22	Cb	To	Pm	12	6	8	6.5	186	185	1	04.27.2022	11h00	12h30	NA	
23	Lp	To	Ra	23	13.5	0	21	177	93	0	04.27.2022	11h00	12h30	NA	
23	Lp	To	Ra	23	27.5	32.5	26	184	59.33333333	1	04.27.2022	11h00	12h30	NA	
24	Be	Pt	Pg	14	20.5	14	25	183	155.3333333	0	04.27.2022	11h00	12h30	NA	
24	Be	Pt	Pg	6	15	6.5	20	182	139	1	04.27.2022	11h00	12h30	NA	
25	Be	Ra	Pm	14	10.5	3.5	12.5	186	161	0	04.27.2022	11h00	12h30	NA	
25	Be	Ra	Pm	8	13	15.5	12	184	131.3333333	1	04.27.2022	11h00	12h30	NA	
26	Fr	Hl	To	9	11.5	31.5	17	182	174	0	04.27.2022	11h00	12h30	NA	
26	Fr	Hl	To	28.5	22	17.5	0	182	158.6666667	1	04.27.2022	11h00	12h30	NA	
27	Hl	Sp	Pg	10	4	23	5	178	163	0	04.27.2022	11h00	12h30	NA	
27	Hl	Sp	Pg	10	10.5	2.5	4.5	170	171	1	04.27.2022	11h00	12h30	NA	
28	Fr	Hl	Dc	16	11	0	26	168	29.66666667	0	04.27.2022	11h00	12h30	NA	
28	Fr	Hl	Dc	27.5	25	20.5	26	172	41	1	04.27.2022	11h00	12h30	NA	
29	Hl	Lp	Ra	7	14	7.5	13	183	95	0	04.27.2022	11h00	12h30	NA	
29	Hl	Lp	Ra	10	16.5	12	23.5	180	54	1	04.27.2022	11h00	12h30	NA	
30	Fr	Ra	Pm	9	5.5	4	9.5	174	172	0	04.27.2022	11h00	12h30	NA	
30	Fr	Ra	Pm	23.5	11	13	12	185	10	1	04.27.2022	11h00	12h30	NA	
31	Pt	Pg	Ra	11	6	13	10.5	175	44.66666667	0	04.27.2022	11h00	12h30	NA	
31	Pt	Pg	Ra	18	15.5	9.5	12	179	12	1	04.27.2022	11h00	12h30	NA	
32	Be	Pt	Sp	8.5	4	11.5	10	180	175	0	04.27.2022	11h00	12h30	NA	
32	Be	Pt	Sp	6.5	4.5	4.5	10	172	180	1	04.27.2022	11h00	12h30	NA	
33	Be	Sp	Ra	7.5	1.5	7	8	177	172	0	04.27.2022	11h00	12h30	NA	
33	Be	Sp	Ra	12.5	14.5	3.5	6.5	175	159.3333333	1	04.27.2022	11h00	12h30	NA	
34	Fr	Pt	Sp	27	24.5	9	18	180	160.6666667	0	04.27.2022	11h00	12h30	NA	
34	Fr	Pt	Sp	40	16.5	7	21	170	147	1	04.27.2022	11h00	12h30	NA	
35	Hl	Pt	Ra	10	21.5	18	26.5	174	170	0	04.27.2022	11h00	12h30	NA	
35	Hl	Pt	Ra	9.5	22	12.5	8	177	156.6666667	1	04.27.2022	11h00	12h30	NA	
36	Fr	To	Dc	36.5	27.5	0	8	186	27.66666667	0	04.27.2022	11h00	12h30	NA	
36	Fr	To	Dc	0	24	31.5	0	170	133.3333333	1	04.27.2022	11h00	12h30	NA	
37	Lp	Cb	Pg	10.5	0	11	0	178	170	0	04.27.2022	11h00	12h30	NA	
37	Lp	Cb	Pg	11	0	29	0	171	155.6666667	1	04.27.2022	11h00	12h30	NA	
38	Hl	Pg	Pm	10.5	23.5	13.5	5	182	57.66666667	0	04.27.2022	11h00	12h30	NA	
38	Hl	Pg	Pm	9.5	9	4.5	14	177	176.6666667	1	04.27.2022	11h00	12h30	NA	
39	Be	Fr	To	5.5	12.5	9.5	13.5	170	144.3333333	0	04.27.2022	11h00	12h30	NA	
39	Be	Fr	To	14.5	14.5	8.5	14.5	175	126.3333333	1	04.27.2022	11h00	12h30	NA	
40	Cb	Ra	Pm	7	8.5	9	9	176	178.3333333	0	04.27.2022	11h00	12h30	NA	
40	Cb	Ra	Pm	12	3.5	5	8.5	190	173	1	04.27.2022	11h00	12h30	NA	
41	Fr	Pt	Cb	0	5	0	6.5	193	176.6666667	0	04.27.2022	11h00	12h30	NA	
41	Fr	Pt	Cb	10	0	10.5	12.5	189	105	1	04.27.2022	11h00	12h30	NA	
42	Be	Hl	Pt	23	14.5	17	9	187	98	0	04.27.2022	11h00	12h30	NA	
42	Be	Hl	Pt	21	26	0	21	190	32.33333333	1	04.27.2022	11h00	12h30	NA	
43	Lp	Cb	Dc	10.5	10	4	13	187	169.3333333	0	04.27.2022	11h00	12h30	NA	
43	Lp	Cb	Dc	15	4	8	10	182	156.3333333	1	04.27.2022	11h00	12h30	NA	
44	Lp	Cb	Ra	12.5	22	15	26	180	127.3333333	0	04.27.2022	11h00	12h30	NA	
44	Lp	Cb	Ra	15	9.5	16	4	176	152.3333333	1	04.27.2022	11h00	12h30	NA	
45	Fr	Hl	Sp	19	16	14	19	180	32	0	04.27.2022	11h00	12h30	NA	
45	Fr	Hl	Sp	35	38	27	28	179	75.33333333	1	04.27.2022	11h00	12h30	NA	
46	Be	Lp	Dc	24	8.5	17.5	28	185	112.6666667	0	04.27.2022	11h00	12h30	NA	
46	Be	Lp	Dc	19.5	25.5	24	33.5	177	33.66666667	1	04.27.2022	11h00	12h30	NA	
47	Fr	Lp	Pt	25.5	27	0	31.5	192	26	0	04.27.2022	11h00	12h30	NA	
47	Fr	Lp	Pt	36	30.5	32	36	188	34.33333333	1	04.27.2022	11h00	12h30	NA	
48	Pg	Ra	Pm	10	6	7	10	185	170	0	04.27.2022	11h00	12h30	NA	
48	Pg	Ra	Pm	17.5	16	46.5	22.5	191	51.33333333	1	04.27.2022	11h00	12h30	NA	
49	Pg	-	-	2	2.5	1.5	1	186	186	0	04.27.2022	11h00	12h30	0	
49	Pg	-	-	5	0	3	4	190	190	1	04.27.2022	11h00	12h30	0	
50	Sp	-	-	4.5	4	2.5	3	189	189	0	04.27.2022	11h00	12h30	0	
50	Sp	-	-	6.5	0	5.5	4.5	188	185.6666667	1	04.27.2022	11h00	12h30	0	
51	Cb	-	-	4.5	0	4	4.5	190	186	0	04.27.2022	11h00	12h30	0	
51	Cb	-	-	5	3	5	4	188	176	1	04.27.2022	11h00	12h30	1	
52	Dc	-	-	0	0	8	0	189	150	0	04.27.2022	11h00	12h30	0	
52	Dc	-	-	0	0	0	0	188	188	1	04.27.2022	11h00	12h30	0	
53	Fr	-	-	15.5	20.5	36	0	180	85	0	04.27.2022	11h00	12h30	0	
53	Fr	-	-	17.5	0	22	30.5	186	148.6666667	1	04.27.2022	11h00	12h30	0	
54	Hl	-	-	27.5	18.5	0	0	187	29.33333333	0	04.27.2022	11h00	12h30	0	
54	Hl	-	-	0	35.5	24	0	186	49.66666667	1	04.27.2022	11h00	12h30	0	
55	Lp	-	-	14.5	11	11	13	184	118.3333333	0	04.27.2022	11h00	12h30	0	
55	Lp	-	-	17.5	11.5	8.5	20.5	188	164	1	04.27.2022	11h00	12h30	0	
56	Pm	-	-	5	2.5	4	3.5	186	185	0	04.27.2022	11h00	12h30	1	
56	Pm	-	-	5	3.5	4.5	5.5	185	185	1	04.27.2022	11h00	12h30	1	
57	Pt	-	-	0	19.5	0	12	185	172.3333333	0	04.27.2022	11h00	12h30	0	
57	Pt	-	-	11.5	12	13	23	185	136	1	04.27.2022	11h00	12h30	0	
58	Be	-	-	19.5	18	14	18	182	137.3333333	0	04.27.2022	11h00	12h30	0	
58	Be	-	-	0	21	0	18.59	179	128	1	04.27.2022	11h00	12h30	0	
59	Ra	-	-	13	10.5	18	18	181	110	0	04.27.2022	11h00	12h30	0	
59	Ra	-	-	14	13	9	15	182	22.66666667	1	04.27.2022	11h00	12h30	0	
60	To	-	-	14.5	14.5	0	20	177	126	0	04.27.2022	11h00	12h30	1	taraxacum deja en fleur 6 jours avant au moins (pd le weeding)
60	To	-	-	13.5	0	8.5	0	181	166.3333333	1	04.27.2022	11h00	12h30	1	
1	To	Dc	Ra	12.5	11	10	0	187	36	0	05.02.2022	11h00	12h50	NA	
1	To	Dc	Ra	11	8	10.5	10	187	31	1	05.02.2022	11h00	12h50	NA	
2	Cb	Dc	Pg	7	9	6	11.5	194	194	0	05.02.2022	11h00	12h50	NA	
2	Cb	Dc	Pg	8.5	9	10.5	9.5	194	185	1	05.02.2022	11h00	12h50	NA	
3	Fr	Hl	Ra	4	8	24.5	9.5	193	170	0	05.02.2022	11h00	12h50	NA	
3	Fr	Hl	Ra	24.5	19.5	0	24	193	87	1	05.02.2022	11h00	12h50	NA	
4	Lp	Pt	Dc	33	24.5	35	36	190	91	0	05.02.2022	11h00	12h50	NA	
4	Lp	Pt	Dc	24	29	29	35	198	85	1	05.02.2022	11h00	12h50	NA	
5	Be	Hl	Dc	8.5	11	0	20	184	23	0	05.02.2022	11h00	12h50	NA	
5	Be	Hl	Dc	23	12	25.5	30.5	184	37	1	05.02.2022	11h00	12h50	NA	
6	Fr	To	Ra	16	14.5	8.5	23	185	125	0	05.02.2022	11h00	12h50	NA	
6	Fr	To	Ra	26	27	9	30.5	185	45	1	05.02.2022	11h00	12h50	NA	
7	Lp	Cb	Sp	23	16.5	25	35.52	190	115	0	05.02.2022	11h00	12h50	NA	
7	Lp	Cb	Sp	27	37	39	25.5	190	81	1	05.02.2022	11h00	12h50	NA	
8	Pt	Dc	Sp	10	6	3	12	182	170	0	05.02.2022	11h00	12h50	NA	
8	Pt	Dc	Sp	9.5	6.5	6	23	182	128.3333333	1	05.02.2022	11h00	12h50	NA	
9	Fr	Pt	Pm	20	11.5	18	12	190	180	0	05.02.2022	11h00	12h50	NA	
9	Fr	Pt	Pm	32.5	16	25	40	190	83	1	05.02.2022	11h00	12h50	NA	
10	Be	To	Dc	17	22.5	21.5	21	186	154	0	05.02.2022	11h00	12h50	NA	
10	Be	To	Dc	24	17	23	19	186	38	1	05.02.2022	11h00	12h50	NA	
11	Pt	Cb	Sp	20	17	10	13	186	22	0	05.02.2022	11h00	12h50	NA	
11	Pt	Cb	Sp	11	9.5	13.5	15	186	179	1	05.02.2022	11h00	12h50	NA	
12	Be	Fr	Dc	19	23	23	29	185	57	0	05.02.2022	11h00	12h50	NA	
12	Be	Fr	Dc	15.5	19.5	22	29	185	46	1	05.02.2022	11h00	12h50	NA	
13	Be	Hl	To	26.5	25	0	31	187	110	0	05.02.2022	11h00	12h50	NA	
13	Be	Hl	To	17	14	26	24.5	187	85	1	05.02.2022	11h00	12h50	NA	
14	Sp	Ra	Pm	4	9	0	7	187	175	0	05.02.2022	11h00	12h50	NA	
14	Sp	Ra	Pm	16	7	9	11	187	32	1	05.02.2022	11h00	12h50	NA	
15	Be	Pg	Ra	17.5	9	17	12	191	158	0	05.02.2022	11h00	12h50	NA	
15	Be	Pg	Ra	17.5	10.5	19	22.5	191	40	1	05.02.2022	11h00	12h50	NA	
16	Be	Pt	Pm	16.5	5.5	4	8	185	120	0	05.02.2022	11h00	12h50	NA	
16	Be	Pt	Pm	17	13	12	0	185	177	1	05.02.2022	11h00	12h50	NA	
17	Be	Pt	To	7	11	13	0	182	93	0	05.02.2022	11h00	12h50	NA	
17	Be	Pt	To	6	18	9.5	17	182	78	1	05.02.2022	11h00	12h50	NA	
18	Be	Cb	Ra	11.5	7	9.5	9	180	175	0	05.02.2022	11h00	12h50	NA	
18	Be	Cb	Ra	15	7.5	11.5	17.5	180	44	1	05.02.2022	11h00	12h50	NA	
19	Cb	To	Ra	13	6	5	8	182	79	0	05.02.2022	11h00	12h50	NA	
19	Cb	To	Ra	12	11	0	8	182	175	1	05.02.2022	11h00	12h50	NA	
20	Pt	Dc	Pg	19	8	2	9	180	180	0	05.02.2022	11h00	12h50	NA	
20	Pt	Dc	Pg	7.5	20.5	7	0	180	175	1	05.02.2022	11h00	12h50	NA	
21	Pt	Cb	Ra	11	6	8	8	177	140	0	05.02.2022	11h00	12h50	NA	
21	Pt	Cb	Ra	14.5	7.5	12	12	177	20	1	05.02.2022	11h00	12h50	NA	
22	Cb	To	Pm	5.5	3	4.5	0	183	71	0	05.02.2022	11h00	12h50	NA	
22	Cb	To	Pm	15	5.5	8	8	183	183	1	05.02.2022	11h00	12h50	NA	
23	Lp	To	Ra	30	15	12.5	30	170	51	0	05.02.2022	11h00	12h50	NA	
23	Lp	To	Ra	35	30	31	39	170	22	1	05.02.2022	11h00	12h50	NA	
24	Be	Pt	Pg	8.5	24	21.5	12	181	116	0	05.02.2022	11h00	12h50	NA	
24	Be	Pt	Pg	11	18	15	20.5	181	60	1	05.02.2022	11h00	12h50	NA	
25	Be	Ra	Pm	11.5	15	11	13	183	155	0	05.02.2022	11h00	12h50	NA	
25	Be	Ra	Pm	20	14.5	15.5	23	183	7	1	05.02.2022	11h00	12h50	NA	
26	Fr	Hl	To	18	14	37	9	180	135.3333333	0	05.02.2022	11h00	12h50	NA	
26	Fr	Hl	To	33	18	19	25	180	47	1	05.02.2022	11h00	12h50	NA	
27	Hl	Sp	Pg	17	16.5	28	17	180	87	0	05.02.2022	11h00	12h50	NA	
27	Hl	Sp	Pg	11	5.5	11.5	10.5	180	127.6666667	1	05.02.2022	11h00	12h50	NA	
28	Fr	Hl	Dc	14.5	0	0	27	185	96	0	05.02.2022	11h00	12h50	NA	
28	Fr	Hl	Dc	33.5	22	26	33.5	185	50	1	05.02.2022	11h00	12h50	NA	
29	Hl	Lp	Ra	13.5	16	33	14.5	182	119	0	05.02.2022	11h00	12h50	NA	
29	Hl	Lp	Ra	22	14	28	28	182	75	1	05.02.2022	11h00	12h50	NA	
30	Fr	Ra	Pm	15	5	5.5	7	175	91	0	05.02.2022	11h00	12h50	NA	
30	Fr	Ra	Pm	29	14.5	13	14	175	29	1	05.02.2022	11h00	12h50	NA	
31	Pt	Pg	Ra	10	6.5	10.5	14	179	13.3	0	05.02.2022	11h00	12h50	NA	
31	Pt	Pg	Ra	25	19	18	14.5	179	4.3	1	05.02.2022	11h00	12h50	NA	
32	Be	Pt	Sp	9	14	14	10.5	180	175	0	05.02.2022	11h00	12h50	NA	
32	Be	Pt	Sp	6	13	10	9.5	180	27	1	05.02.2022	11h00	12h50	NA	
33	Be	Sp	Ra	8	0	14	9	180	175	0	05.02.2022	11h00	12h50	NA	
33	Be	Sp	Ra	19	19	7.5	6.5	180	99	1	05.02.2022	11h00	12h50	NA	
34	Fr	Pt	Sp	36	28	9	11	175	125	0	05.02.2022	11h00	12h50	NA	
34	Fr	Pt	Sp	34.5	27.5	20.5	37.5	175	9.5	1	05.02.2022	11h00	12h50	NA	
35	Hl	Pt	Ra	11	21	16	17	170	27	0	05.02.2022	11h00	12h50	NA	
35	Hl	Pt	Ra	12	33.5	16	29.5	170	99	1	05.02.2022	11h00	12h50	NA	
36	Fr	To	Dc	27	29	25.5	16.5	175	20	0	05.02.2022	11h00	12h50	NA	
36	Fr	To	Dc	0	43	27	16	175	16.5	1	05.02.2022	11h00	12h50	NA	
37	Lp	Cb	Pg	23.5	0	2.5	10.5	174	120	0	05.02.2022	11h00	12h50	NA	
37	Lp	Cb	Pg	0	0	13.5	26	174	172	1	05.02.2022	11h00	12h50	NA	
38	Hl	Pg	Pm	10	20	17.5	6	176	68	0	05.02.2022	11h00	12h50	NA	
38	Hl	Pg	Pm	7	10.5	22	12.5	176	87	1	05.02.2022	11h00	12h50	NA	
39	Be	Fr	To	5	13.5	11	0	175	95	0	05.02.2022	11h00	12h50	NA	
39	Be	Fr	To	20	16	11	20.5	175	107	1	05.02.2022	11h00	12h50	NA	
40	Cb	Ra	Pm	7	7	9.5	15	170	27	0	05.02.2022	11h00	12h50	NA	
40	Cb	Ra	Pm	14	7	8.5	12	170	30	1	05.02.2022	11h00	12h50	NA	
41	Fr	Pt	Cb	0	0	6	12	169	140	0	05.02.2022	11h00	12h50	NA	
41	Fr	Pt	Cb	14	0	15	21	173	63.66666667	1	05.02.2022	11h00	12h50	NA	
42	Be	Hl	Pt	23	25	17	0	170	40	0	05.02.2022	11h00	12h50	NA	
42	Be	Hl	Pt	29	32	0	37	170	42	1	05.02.2022	11h00	12h50	NA	
43	Lp	Cb	Dc	20	11	5	17	162	117.6666667	0	05.02.2022	11h00	12h50	NA	
43	Lp	Cb	Dc	11	0	8	26	160	77.66666667	1	05.02.2022	11h00	12h50	NA	
44	Lp	Cb	Ra	27	16	18.5	28.5	160	91	0	05.02.2022	11h00	12h50	NA	
44	Lp	Cb	Ra	27	18.5	19	8.5	162	102	1	05.02.2022	11h00	12h50	NA	
45	Fr	Hl	Sp	22.5	21	21	25	155	88	0	05.02.2022	11h00	12h50	NA	
45	Fr	Hl	Sp	34	39	26.5	33	160	11.7	1	05.02.2022	11h00	12h50	NA	
46	Be	Lp	Dc	24.5	18.5	0	35	158	69	0	05.02.2022	11h00	12h50	NA	
46	Be	Lp	Dc	38	21	28	38.5	158	34	1	05.02.2022	11h00	12h50	NA	
47	Fr	Lp	Pt	28.5	24.5	39	20	158	35.66666667	0	05.02.2022	11h00	12h50	NA	
47	Fr	Lp	Pt	39.5	37.5	38.5	42	158	54	1	05.02.2022	11h00	12h50	NA	
48	Pg	Ra	Pm	6	5	9	22	157	151	0	05.02.2022	11h00	12h50	NA	
48	Pg	Ra	Pm	18	22.5	16	25	157	53	1	05.02.2022	11h00	12h50	NA	
49	Pg	-	-	3	3.5	2	3	190	190	0	05.02.2022	11h00	12h50	0	
49	Pg	-	-	4	0	0	2.5	190	190	1	05.02.2022	11h00	12h50	0	
50	Sp	-	-	4	3	4.5	5	190	190	0	05.02.2022	11h00	12h50	0	
50	Sp	-	-	8	7.5	6	3	190	40	1	05.02.2022	11h00	12h50	0	
51	Cb	-	-	5	0	4	0	186	186	0	05.02.2022	11h00	12h50	1	
51	Cb	-	-	7.5	6	8	4	186	152	1	05.02.2022	11h00	12h50	1	
52	Dc	-	-	0	0	7	0	189	169	0	05.02.2022	11h00	12h50	0	
52	Dc	-	-	0	0	0	0	189	189	1	05.02.2022	11h00	12h50	0	
53	Fr	-	-	18	0	22	30.5	188	127	0	05.02.2022	11h00	12h50	0	
53	Fr	-	-	17	27.5	30	25	188	118	1	05.02.2022	11h00	12h50	0	
54	Hl	-	-	0	0	25	32	192	109	0	05.02.2022	11h00	12h50	0	
54	Hl	-	-	0	0	30	0	192	125	1	05.02.2022	11h00	12h50	0	
55	Lp	-	-	14.5	8	0	14	185	105	0	05.02.2022	11h00	12h50	0	
55	Lp	-	-	19	11	16	25	185	144	1	05.02.2022	11h00	12h50	0	
56	Pm	-	-	5	2	0	3	188	188	0	05.02.2022	11h00	12h50	1	
56	Pm	-	-	7	8	5	6.5	188	185	1	05.02.2022	11h00	12h50	1	
57	Pt	-	-	0	0	0	19.5	183	183	0	05.02.2022	11h00	12h50	0	
57	Pt	-	-	15	12	0	24.5	183	145	1	05.02.2022	11h00	12h50	0	
58	Be	-	-	21	17.5	9.5	19	187	175	0	05.02.2022	11h00	12h50	0	
58	Be	-	-	16	27.5	0	17.5	187	160	1	05.02.2022	11h00	12h50	0	
59	Ra	-	-	14.5	11.5	18	20.5	190	27	0	05.02.2022	11h00	12h50	0	
59	Ra	-	-	16.5	11.5	14	16.5	190	18	1	05.02.2022	11h00	12h50	0	
60	To	-	-	0	15	0	12	189	70	0	05.02.2022	11h00	12h50	1	
60	To	-	-	14	0	5.5	0	189	90	1	05.02.2022	11h00	12h50	1	
1	To	Dc	Ra	11	11.5	0	0	190	103	0	05.02.2022	11h00	12h30	NA	
1	To	Dc	Ra	15.5	19	18.5	15.5	190	10.6	1	05.11.2022	11h00	12h30	NA	
2	Cb	Dc	Pg	8.5	7.5	8	13	185	110	0	05.11.2022	11h00	12h30	NA	
2	Cb	Dc	Pg	15.5	13	12.5	10.5	185	11.7	1	05.11.2022	11h00	12h30	NA	
3	Fr	Hl	Ra	14	18	27	30.5	190	80	0	05.11.2022	11h00	12h30	NA	
3	Fr	Hl	Ra	25.5	23.5	10.5	40	190	24	1	05.11.2022	11h00	12h30	NA	
4	Lp	Pt	Dc	39	29	31	40.5	193	81	0	05.11.2022	11h00	12h30	NA	
4	Lp	Pt	Dc	41	34	37.5	40	193	60	1	05.11.2022	11h00	12h30	NA	
5	Be	Hl	Dc	0	13	26.5	28	192	36	0	05.11.2022	11h00	12h30	NA	
5	Be	Hl	Dc	29	24	26	44.5	192	9.2	1	05.11.2022	11h00	12h30	NA	
6	Fr	To	Ra	19	24	8	11	192	18.2	0	05.11.2022	11h00	12h30	NA	
6	Fr	To	Ra	36	42.5	21	36	192	5.1	1	05.11.2022	11h00	12h30	NA	
7	Lp	Cb	Sp	28	18	23	36.5	187	109	0	05.11.2022	11h00	12h30	NA	
7	Lp	Cb	Sp	29	30.5	34	28	187	35	1	05.11.2022	11h00	12h30	NA	
8	Pt	Dc	Sp	9	7	4.5	13.5	187	32	0	05.11.2022	11h00	12h30	NA	
8	Pt	Dc	Sp	11.5	6	11.5	28	187	15.5	1	05.11.2022	11h00	12h30	NA	
9	Fr	Pt	Pm	24	12.5	25	12	190	167	0	05.11.2022	11h00	12h30	NA	
9	Fr	Pt	Pm	32	29	40	42.5	190	41	1	05.11.2022	11h00	12h30	NA	
10	Be	To	Dc	32.5	24.5	20	22.5	188	70	0	05.11.2022	11h00	12h30	NA	
10	Be	To	Dc	24	22	33	22	188	31	1	05.11.2022	11h00	12h30	NA	
11	Pt	Cb	Sp	13.5	27	31	14.5	184	66	0	05.11.2022	11h00	12h30	NA	
11	Pt	Cb	Sp	21	14	22	0	184	10	1	05.11.2022	11h00	12h30	NA	
12	Be	Fr	Dc	22.5	21	20	47.5	190	140	0	05.11.2022	11h00	12h30	NA	
12	Be	Fr	Dc	20	37	33	0	190	13.4	1	05.11.2022	11h00	12h30	NA	
13	Be	Hl	To	12.5	24.5	28	35	185	22	0	05.11.2022	11h00	12h30	NA	
13	Be	Hl	To	23.5	26.5	25	37	185	9.4	1	05.11.2022	11h00	12h30	NA	
14	Sp	Ra	Pm	7	10	0	6	185	21	0	05.11.2022	11h00	12h30	NA	
14	Sp	Ra	Pm	24.5	16	19	16	185	6.7	1	05.11.2022	11h00	12h30	NA	
15	Be	Pg	Ra	17	11	12	13	188	158	0	05.11.2022	11h00	12h30	NA	
15	Be	Pg	Ra	25.5	23	27.5	24	188	5.9	1	05.11.2022	11h00	12h30	NA	
16	Be	Pt	Pm	6	25	4	20	187	118	0	05.11.2022	11h00	12h30	NA	
16	Be	Pt	Pm	11	19	26.5	10.5	187	12	1	05.11.2022	11h00	12h30	NA	
17	Be	Pt	To	7	13.5	15	0	185	170	0	05.11.2022	11h00	12h30	NA	
17	Be	Pt	To	25	19	10.5	22	185	9.1	1	05.11.2022	11h00	12h30	NA	
18	Be	Cb	Ra	10	11	12	14	188	154	0	05.11.2022	11h00	12h30	NA	
18	Be	Cb	Ra	20.5	13.5	16	20.5	188	4.1	1	05.11.2022	11h00	12h30	NA	
19	Cb	To	Ra	16	9.5	31	11.5	188	47	0	05.11.2022	11h00	12h30	NA	
19	Cb	To	Ra	18	10	17.5	18.5	188	59	1	05.11.2022	11h00	12h30	NA	
20	Pt	Dc	Pg	19	8.5	0	6.5	185	185	0	05.11.2022	11h00	12h30	NA	
20	Pt	Dc	Pg	11	32	6	12.5	185	57	1	05.11.2022	11h00	12h30	NA	
21	Pt	Cb	Ra	12	6	11	9.5	184	37	0	05.11.2022	11h00	12h30	NA	
21	Pt	Cb	Ra	13	12.5	18	17	184	5.9	1	05.11.2022	11h00	12h30	NA	
22	Cb	To	Pm	5.5	3	0	0	187	162	0	05.11.2022	11h00	12h30	NA	
